818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[5a,6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[5a,6]H)(O[5]C[5,6])(O){2|C<3>,2|C<4>,2|H<1>}	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O){1|C<3>,1|O<2>,2|C<4>,3|H<1>}	O(C[5]C[5,6]O[5])	120.2140	0.000	1	120.2140	0.000	1     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6,6]C[3,6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O){1|O<1>,2|H<1>,3|C<4>}	O[5](C[5,6]C[5,6,6]C[3,6]H)(C[5]C[5,6]O){1|C<3>,1|O<2>,2|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	120.0720	0.000	1	120.5422	0.427	4     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6,6]C[3,6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O){3|C<4>,4|H<1>}	O[5](C[5,6]C[5,6,6]C[3,6]H)(C[5]C[5,6]O){1|O<2>,2|H<1>,4|C<4>}	O(C[5]C[5,6]O[5])	120.6990	0.355	3	120.5422	0.427	4     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O){1|C<3>,2|C<4>,4|H<1>}	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O){1|C<3>,2|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	121.3633	0.549	6	121.1389	0.625	8     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O){1|C<4>,2|C<3>,3|H<1>}	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O){2|C<3>,2|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	120.5510	0.000	1	121.1389	0.625	8     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5,6])(O){3|C<4>,4|H<1>}	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O){1|C<3>,1|O<2>,2|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	120.3800	0.000	1	121.1389	0.625	8     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[6]H)(O[5]C[5,6])(O){2|C<3>,2|C<4>,3|H<1>}	O[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5,6]O){1|C<3>,2|C<4>,4|H<1>}	O(C[5]C[5,6]O[5])	122.1000	0.000	1	122.1000	0.000	1     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6,6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6,6]H)(O[5]C[5,6])(O){3|C<4>,4|H<1>}	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O){2|C<4>,5|H<1>}	O(C[5]C[5,6]O[5])	121.0050	0.000	1	121.0050	0.000	1     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6,6]O)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6,6]O)(O[5]C[5,6])(O){1|O<2>,2|H<1>,4|C<4>}	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O){2|C<4>,2|O<2>,3|H<1>}	O(C[5]C[5,6]O[5])	121.1390	0.000	1	121.1390	0.000	1     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]2)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5,6])(O){1|H<1>,1|O<1>,1|O<2>,3|C<4>}	O[5](C[5,6]C[5,6]C[6]2)(C[5]C[5,6]O){1|C<3>,1|O<2>,4|C<4>,4|H<1>}	O(C[5]C[5,6]O[5])	121.6350	0.000	2	121.6350	0.000	2     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]C)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5,6])(O){1|C<3>,3|C<4>,3|H<1>}	O[5](C[5,6]C[5,6]C[6]C)(C[5]C[5,6]O){1|C<3>,3|C<4>,3|H<1>}	O(C[5]C[5,6]O[5])	121.4480	0.088	2	121.4480	0.088	2     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5,6])(O){2|C<4>,5|H<1>}	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O){1|C<3>,2|C<4>,4|H<1>}	O(C[5]C[5,6]O[5])	122.6530	0.000	1	122.6530	0.000	1     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[3x6]C[5,6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6])(O){2|C<4>,5|H<1>}	O[5](C[5,6]C[3x6]C[5,6]H)(C[5]C[5,6]O){3|H<1>,4|C<4>}	O(C[5]C[5,6]O[5])	121.0600	0.000	1	121.0600	0.000	1     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]C)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6])(O){1|H<1>,6|C<4>}	O[5](C[5,6]C[5,6]C[6]C)(C[5]C[5,6]O){1|C<3>,3|C<4>,3|H<1>}	O(C[5]C[5,6]O[5])	120.8060	0.000	1	120.8060	0.000	1     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6])(O){1|O<2>,2|C<4>,4|H<1>}	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O){1|N<2>,2|C<4>,4|H<1>}	O(C[5]C[5,6]O[5])	121.1925	0.835	2	121.2525	0.793	4     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6])(O){2|C<4>,5|H<1>}	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O){1|Br<1>,2|C<4>,4|H<1>}	O(C[5]C[5,6]O[5])	120.5460	0.000	1	121.2525	0.793	4     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5,6])(O){3|C<4>,4|H<1>}	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O){1|C<3>,2|C<4>,4|H<1>}	O(C[5]C[5,6]O[5])	122.0790	0.000	1	121.2525	0.793	4     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]N[6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]N[6]H)(O[5]C[5,6])(O){1|S<4>,2|C<4>,3|H<1>}	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O){1|C<3>,1|C<4>,1|N<3>,4|H<1>}	O(C[5]C[5,6]O[5])	122.4550	0.000	1	122.4550	0.000	1     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]N[6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[6,6a]C[5,6]C)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]N[6]H)(O[5]C[5,6])(O){1|C<4>,1|H<1>,4|C<3>}	O[5](C[5,6]C[6,6a]C[5,6]C)(C[5]C[5,6]O){1|H<1>,1|N<3>,4|C<3>}	O(C[5]C[5,6]O[5])	122.4740	0.000	1	122.4740	0.000	1     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]S[6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]S[6]H)(O[5]C[5,6])(O){1|O<2>,2|C<4>,2|H<1>}	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]O){1|C<4>,1|S<2>,2|O<2>,3|H<1>}	O(C[5]C[5,6]O[5])	121.3957	0.309	3	121.3957	0.309	3     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[6,6a]C[5,6]H)(O[5]C[5,6])(O)	O[5](C[5,6]C[5,6]C[6]C)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[6,6a]C[5,6]H)(O[5]C[5,6])(O){2|C<3>,2|C<4>,2|H<1>}	O[5](C[5,6]C[5,6]C[6]C)(C[5]C[5,6]O){1|O<2>,2|C<3>,4|H<1>}	O(C[5]C[5,6]O[5])	121.1130	0.000	1	121.1130	0.000	1     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5,6]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]O[5,6]O[6]C)(O[5]C[5,6])(O)	O[5](C[5,6]C[6,6a]O[5,6]H)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]O[5,6]O[6]C)(O[5]C[5,6])(O){1|H<1>,2|C<3>}	O[5](C[5,6]C[6,6a]O[5,6]H)(C[5]C[5,6]O){1|C<4>,1|O<2>,2|C<3>}	O(C[5]C[5,6]O[5])	124.4380	0.000	1	124.4380	0.000	1     121.3658       0.855      35      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[6]C)(O[5]C[5])(O){1|O<2>,2|C<4>,4|H<1>}	O[5](C[5]C[5,6,6]HH)(C[5]C[5,6]O){1|O<2>,3|C<4>}	O(C[5]C[5,6]O[5])	121.2235	0.274	2	121.2235	0.274	2     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[6]H)(O[5]C[5])(O){1|C<4>,2|C<3>,3|H<1>}	O[5](C[5]C[5,6,6]HH)(C[5]C[5,6]O){1|C<4>,1|H<1>,2|C<3>}	O(C[5]C[5,6]O[5])	122.1870	0.000	1	121.0194	0.709	7     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6,6]C[6]H)(O[5]C[5])(O){2|H<1>,5|C<4>}	O[5](C[5]C[5,6,6]HH)(C[5]C[5,6]O){1|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	120.8248	0.534	6	121.0194	0.709	7     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6,6]C)(O[5]C[5])(O)	O[5](C[5]C[5,6]CC)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6,6]C)(O[5]C[5])(O){2|H<1>,5|C<4>}	O[5](C[5]C[5,6]CC)(C[5]C[5,6]O){1|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	120.2990	0.000	1	120.2990	0.000	1     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6,6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6,6]H)(O[5]C[5])(O){1|C<3>,2|C<4>,4|H<1>}	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O){1|C<3>,1|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	121.6830	0.000	1	120.7839	0.691	7     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6,6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6,6]H)(O[5]C[5])(O){1|C<3>,2|H<1>,3|C<4>}	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O){1|C<3>,1|C<4>,1|H<1>}	O(C[5]C[5,6]O[5])	120.3360	0.000	1	120.7839	0.691	7     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6,6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6,6]H)(O[5]C[5])(O){2|H<1>,5|C<4>}	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O){1|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	120.6936	0.673	5	120.7839	0.691	7     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5])(O)	O[5](C[5]C[5,6]CH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5])(O){1|C<3>,2|C<4>,4|H<1>}	O[5](C[5]C[5,6]CH)(C[5]C[5,6]O){1|C<3>,1|H<1>,2|C<4>}	O(C[5]C[5,6]O[5])	121.5720	0.000	1	121.5720	0.000	1     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5])(O)	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5])(O){1|C<3>,1|C<4>,5|H<1>}	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O){1|C<4>,1|H<1>,2|C<3>}	O(C[5]C[5,6]O[5])	121.5200	0.284	4	121.5200	0.284	4     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5])(O)	O[5](C[5]C[5,6]HO)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]C)(O[5]C[5])(O){1|O<2>,2|C<4>,4|H<1>}	O[5](C[5]C[5,6]HO)(C[5]C[5,6]O){1|H<1>,3|C<4>}	O(C[5]C[5,6]O[5])	121.8760	0.000	1	121.8760	0.000	1     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]CH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<3>,2|C<4>,4|H<1>}	O[5](C[5]C[5,6]CH)(C[5]C[5,6]O){1|C<3>,1|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	120.8730	0.000	1	120.8730	0.000	1     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<3>,1|C<4>,4|H<1>}	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O){1|C<3>,1|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	121.6720	0.058	2	121.4377	0.560	26     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<3>,1|C<4>,5|H<1>}	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O){1|C<3>,1|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	121.0195	0.314	4	121.4377	0.560	26     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<4>,2|C<3>,4|H<1>}	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O){1|C<3>,1|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	121.4788	0.413	6	121.4377	0.560	26     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<4>,2|C<3>,4|H<1>}	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O){2|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	121.4500	0.575	11	121.4377	0.560	26     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){3|C<3>,4|H<1>}	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O){1|C<3>,1|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	122.3360	0.092	2	121.4377	0.560	26     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){3|C<4>,4|H<1>}	O[5](C[5]C[5,6]HH)(C[5]C[5,6]O){2|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	120.4630	0.000	1	121.4377	0.560	26     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O)	O[5](C[5]C[5,6]HO)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]H)(O[5]C[5])(O){1|C<3>,1|C<4>,1|N<3>,1|O<2>,3|H<1>}	O[5](C[5]C[5,6]HO)(C[5]C[5,6]O){1|C<3>,1|C<4>,2|H<1>}	O(C[5]C[5,6]O[5])	121.5240	0.000	1	121.5240	0.000	1     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]N)(O[5]C[5])(O)	O[5](C[5]C[5,6]CH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]N)(O[5]C[5])(O){1|C<3>,2|C<4>,4|H<1>}	O[5](C[5]C[5,6]CH)(C[5]C[5,6]O){1|H<1>,1|N<3>,2|C<4>}	O(C[5]C[5,6]O[5])	120.7450	0.000	1	120.7450	0.000	1     121.1892       0.618      60      121.4563     1.107     856
818	358	961	4:2:1:	4:3:	3:	C[5,6]-4:O[5]-2:O-1:	C[5]-4:C[5]-3:	C[5]-3:	C[5](C[5,6]C[5,6]C[6]O)(O[5]C[5])(O)	O[5](C[5]C[5,6]CH)(C[5]C[5,6]O)	O(C[5]C[5,6]O[5])	C[5](C[5,6]C[5,6]C[6]O)(O[5]C[5])(O){1|C<3>,2|C<4>,4|H<1>}	O[5](C[5]C[5,6]CH)(C[5]C[5,6]O){1|C<3>,1|C<4>,1|H<1>,1|O<2>}	O(C[5]C[5,6]O[5])	120.9260	0.000	1	120.9260	0.000	1     121.1892       0.618      60      121.4563     1.107     856
