818	358	930	2:2:3:	3:3:	3:3:1:	N[5a]-2:O[5a]-2:C-3:	C[5a,6a]-3:C[5a]-3:	C[5a]-3:C-3:H-1:	C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(CCH)	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C)	C(C[5a]N[5a]O[5a])(CC[6a]H)(H)	C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(CCH){2|C<3>}	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C){1|H<1>,2|C<3>}	C(C[5a]N[5a]O[5a])(CC[6a]H)(H)	117.9486	0.432	5	117.9486	0.432	5     118.3030       0.950      6      117.9430     2.355     14
818	358	930	2:2:3:	3:3:	3:3:1:	N[5a]-2:O[5a]-2:C-3:	C[5a,6a]-3:C[5a]-3:	C[5a]-3:C-3:H-1:	C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(CCH)	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C)	C(C[5a]N[5a]O[5a])(CC[6a]O)(H)	C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(CCH){2|C<3>}	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C){1|H<1>,2|C<3>}	C(C[5a]N[5a]O[5a])(CC[6a]O)(H)	120.0750	0.000	1	120.0750	0.000	1     118.3030       0.950      6      117.9430     2.355     14
818	358	930	2:2:3:	3:3:	3:3:1:	N[5a]-2:O[5a]-2:C-3:	C[5a,6a]-3:C[5a]-3:	C[5a]-3:C[6a]-3:O-1:	C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(CC[6a]O)	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C)	C(C[5a]N[5a]O[5a])(C[6a]C[6a]2)(O)	C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(CC[6a]O){2|C<3>}	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C){1|H<1>,2|C<3>}	C(C[5a]N[5a]O[5a])(C[6a]C[6a]2)(O)	113.8495	0.146	2	113.8495	0.146	2     113.8495       0.146      2      117.9430     2.355     14
818	358	930	2:2:3:	3:3:	3:3:1:	N[5a]-2:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:C-3:H-1:	C[5a](N[5a]C[5a])(O[5a]C[5a])(CCH)	O[5a](C[5a]C[5a]C)(C[5a]N[5a]C)	C(C[5a]N[5a]O[5a])(CC[6a]H)(H)	C[5a](N[5a]C[5a])(O[5a]C[5a])(CCH){1|C<3>,1|C<4>}	O[5a](C[5a]C[5a]C)(C[5a]N[5a]C){1|C<3>}	C(C[5a]N[5a]O[5a])(CC[6a]H)(H)	116.8870	0.000	1	116.8870	0.000	1     119.9407       2.647      3      117.9430     2.355     14
818	358	930	2:2:3:	3:3:	3:3:1:	N[5a]-2:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:C-3:H-1:	C[5a](N[5a]N[5a])(O[5a]C[5a])(CCH)	O[5a](C[5a]N[5a]C)2	C(C[5a]N[5a]O[5a])(CCH)(H)	C[5a](N[5a]N[5a])(O[5a]C[5a])(CCH){1|C<4>}	O[5a](C[5a]N[5a]C)2{}	C(C[5a]N[5a]O[5a])(CCH)(H)	121.4675	0.169	2	121.4675	0.169	2     119.9407       2.647      3      117.9430     2.355     14
818	358	930	2:2:3:	3:3:	3:3:1:	N[5a]-2:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:C[6a]-3:O-1:	C[5a](N[5a]C[5a])(O[5a]C[5a])(CC[6a]O)	O[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]C)	C(C[5a]N[5a]O[5a])(C[6a]C[6a]2)(O)	C[5a](N[5a]C[5a])(O[5a]C[5a])(CC[6a]O){2|C<3>}	O[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]C){3|C<3>}	C(C[5a]N[5a]O[5a])(C[6a]C[6a]2)(O)	115.7700	0.000	1	115.7700	0.000	1     115.7700       0.000      1      117.9430     2.355     14
818	358	930	2:2:3:	3:3:	3:3:1:	N[5a]-2:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:N-3:O-1:	C[5a](N[5a]N[5a])(O[5a]C[5a])(CNO)	O[5a](C[5a]C[6a]N[5a])(C[5a]N[5a]C)	C(C[5a]N[5a]O[5a])(NCH)(O)	C[5a](N[5a]N[5a])(O[5a]C[5a])(CNO){1|C<3>}	O[5a](C[5a]C[6a]N[5a])(C[5a]N[5a]C){2|C<3>}	C(C[5a]N[5a]O[5a])(NCH)(O)	118.7940	0.000	1	118.7940	0.000	1     119.0465       0.357      2      117.9430     2.355     14
818	358	930	2:2:3:	3:3:	3:3:1:	N[5a]-2:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:N-3:O-1:	C[5a](N[5a]N[5a])(O[5a]C[5a])(CNO)	O[5a](C[5a]N[5a]C)(C[5a]N[5a]N)	C(C[5a]N[5a]O[5a])(NC[6a]H)(O)	C[5a](N[5a]N[5a])(O[5a]C[5a])(CNO){1|N<3>}	O[5a](C[5a]N[5a]C)(C[5a]N[5a]N){}	C(C[5a]N[5a]O[5a])(NC[6a]H)(O)	119.2990	0.000	1	119.2990	0.000	1     119.0465       0.357      2      117.9430     2.355     14
818	358	930	2:2:3:	3:3:	3:3:2:	N[5a]-2:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:C[6a]-3:N-2:	C[5a](N[5a]N[5a])(O[5a]C[5a])(CC[6a]N)	O[5a](C[5a]N[5a]C)(C[5a]N[5a]N)	C(C[5a]N[5a]O[5a])(C[6a]C[6a]2)(NO)	C[5a](N[5a]N[5a])(O[5a]C[5a])(CC[6a]N){1|N<3>}	O[5a](C[5a]N[5a]C)(C[5a]N[5a]N){}	C(C[5a]N[5a]O[5a])(C[6a]C[6a]2)(NO)	119.6410	0.000	1	119.6410	0.000	1     119.6410       0.000      1      119.6410     0.000     1
818	358	930	2:2:3:	3:3:	3:3:3:	N[5a]-2:O[5a]-2:C-3:	C[5a,6a]-3:C[5a]-3:	C[5a]-3:C[5a]-3:C-3:	C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(CC[5a]C)	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C)	C(C[5a]N[5a]O[5a])2(CC[5a]2)	C[5a](N[5a]C[5a,6a])(O[5a]C[5a,6a])(CC[5a]C){2|C<3>}	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C){1|H<1>,2|C<3>}	C(C[5a]N[5a]O[5a])2(CC[5a]2)	120.3310	0.281	2	120.3310	0.281	2     120.3310       0.281      2      123.5832     3.445     6
818	358	930	2:2:3:	3:3:	3:3:3:	O[5]-2:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[6a]-3:C[6a]-3:C[5]-3:	C[5](O[5]C[5])2(CC[6a]2)	O[5](C[5]C[5]C)(C[5]O[5]C)	C(C[6a]C[6a]2)2(C[5]O[5]2)	C[5](O[5]C[5])2(CC[6a]2){1|C<3>,1|N<2>}	O[5](C[5]C[5]C)(C[5]O[5]C){1|N<2>}	C(C[6a]C[6a]2)2(C[5]O[5]2)	122.5995	0.501	2	122.5995	0.501	2     125.2092       3.029      4      123.5832     3.445     6
818	358	930	2:2:3:	3:3:	3:3:3:	O[5]-2:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[6a]-3:C[6a]-3:C[5]-3:	C[5](O[5]C[5])2(CC[6a]2)	O[5](C[5]C[5]N)(C[5]O[5]C)	C(C[6a]C[6a]2)2(C[5]O[5]2)	C[5](O[5]C[5])2(CC[6a]2){1|C<3>,1|N<2>}	O[5](C[5]C[5]N)(C[5]O[5]C){1|C<3>}	C(C[6a]C[6a]2)2(C[5]O[5]2)	127.8190	0.163	2	127.8190	0.163	2     125.2092       3.029      4      123.5832     3.445     6
818	358	930	2:2:3:	3:3:	3:3:4:	N[5a]-2:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:C-3:C-4:	C[5a](N[5a]C[5a])(O[5a]C[5a])(CCC)	O[5a](C[5a]C[5a]H)(C[5a]N[5a]C)	C(C[5a]N[5a]O[5a])(CC[5a]H)(CHHO)	C[5a](N[5a]C[5a])(O[5a]C[5a])(CCC){1|C<4>,1|H<1>}	O[5a](C[5a]C[5a]H)(C[5a]N[5a]C){1|C<4>}	C(C[5a]N[5a]O[5a])(CC[5a]H)(CHHO)	119.3550	0.000	1	119.3550	0.000	1     119.3550       0.000      1      119.3550     0.000     1
818	358	930	2:2:3:	4:3:	3:4:4:	N[5]-2:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:P-4:P-4:	C[5](N[5]C[5])(O[5]C[5])(CPP)	O[5](C[5]C[5]HH)(C[5]N[5]C)	C(C[5]N[5]O[5])(PC[6a]2Pd)2	C[5](N[5]C[5])(O[5]C[5])(CPP){4|H<1>}	O[5](C[5]C[5]HH)(C[5]N[5]C){2|H<1>}	C(C[5]N[5]O[5])(PC[6a]2Pd)2	116.1260	0.000	1	116.1260	0.000	1     116.4125       0.405      2      116.4125     0.405     2
818	358	930	2:2:3:	4:3:	3:4:4:	N[5]-2:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:P-4:P-4:	C[5](N[5]C[5])(O[5]C[5])(CPP)	O[5](C[5]C[5]HH)(C[5]N[5]C)	C(C[5]N[5]O[5])(PC[6a]2Pt)2	C[5](N[5]C[5])(O[5]C[5])(CPP){4|H<1>}	O[5](C[5]C[5]HH)(C[5]N[5]C){2|H<1>}	C(C[5]N[5]O[5])(PC[6a]2Pt)2	116.6990	0.000	1	116.6990	0.000	1     116.4125       0.405      2      116.4125     0.405     2
818	358	930	2:3:3:	4:3:	3:3:1:	O[5]-2:C[5]-3:C-3:	C[5,5]-4:C[5]-3:	C[5]-3:C[6a]-3:H-1:	C[5](O[5]C[5,5])(C[5]C[5]O)(CC[6a]H)	O[5](C[5,5]C[5,6a]C[5]2)(C[5]C[5]C)	C(C[5]C[5]O[5])(C[6a]C[6a]2)(H)	C[5](O[5]C[5,5])(C[5]C[5]O)(CC[6a]H){2|C<3>,2|H<1>}	O[5](C[5,5]C[5,6a]C[5]2)(C[5]C[5]C){1|N<3>,2|C<3>,2|H<1>,2|O<1>}	C(C[5]C[5]O[5])(C[6a]C[6a]2)(H)	125.5760	0.000	1	125.5760	0.000	1     125.5760       0.000      1      125.5760     0.000     1
818	358	930	3:2:2:	4:3:	3:3:3:	C-3:N[5]-2:O[5]-2:	C[5]-4:C[5]-3:	C[5a]-3:C[5]-3:C[6a]-3:	C[5](CC[5a]C[6a])(N[5]C[5])(O[5]C[5])	O[5](C[5]C[5]CC)(C[5]N[5]C)	C(C[5a]C[5a]N[5a])(C[5]N[5]O[5])(C[6a]C[6a]2)	C[5](CC[5a]C[6a])(N[5]C[5])(O[5]C[5]){1|C<3>,2|C<4>}	O[5](C[5]C[5]CC)(C[5]N[5]C){1|C<3>}	C(C[5a]C[5a]N[5a])(C[5]N[5]O[5])(C[6a]C[6a]2)	115.4790	0.000	1	115.4790	0.000	1     115.4790       0.000      1      115.4790     0.000     1
818	358	930	3:2:3:	3:2:	3:1:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:H-1:O-1:	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CHO)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(H)(O)	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CHO){1|C<3>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){1|C<3>,1|H<1>}	C(C[5a]C[5a]O[5a])(H)(O)	116.8620	0.000	1	116.8620	0.000	1     116.8620       0.000      1      116.8620     0.000     1
818	358	930	3:2:3:	3:2:	3:2:1:	C[5a,6]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:N-2:H-1:	C[5a](C[5a,6]C[5a,6]C[6])(O[5a]N[5a])(CHN)	O[5a](C[5a]C[5a,6]C)(N[5a]C[5a,6])	C(C[5a]C[5a,6]O[5a])(NO)(H)	C[5a](C[5a,6]C[5a,6]C[6])(O[5a]N[5a])(CHN){2|C<4>,2|H<1>}	O[5a](C[5a]C[5a,6]C)(N[5a]C[5a,6]){2|C<4>}	C(C[5a]C[5a,6]O[5a])(NO)(H)	117.3030	0.000	1	117.3030	0.000	1     117.3030       0.000      1      117.2636     1.381     7
818	358	930	3:2:3:	3:2:	3:2:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:O-2:O-1:	C[5a](C[5a]C[5a]C)(O[5a]N[5a])(COO)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(OC)(O)	C[5a](C[5a]C[5a]C)(O[5a]N[5a])(COO){1|C<3>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){2|C<3>}	C(C[5a]C[5a]O[5a])(OC)(O)	118.5410	0.000	1	118.5410	0.000	1     117.2570       1.513      6      117.2636     1.381     7
818	358	930	3:2:3:	3:2:	3:2:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:O-2:O-1:	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(COO)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(OC)(O)	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(COO){1|C<3>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){1|C<3>,1|H<1>}	C(C[5a]C[5a]O[5a])(OC)(O)	116.6093	1.462	4	117.0002	1.538	5     117.2570       1.513      6      117.2636     1.381     7
818	358	930	3:2:3:	3:2:	3:2:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:O-2:O-1:	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(COO)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(OC)(O)	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(COO){1|C<4>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){1|C<4>,1|H<1>}	C(C[5a]C[5a]O[5a])(OC)(O)	118.5640	0.000	1	117.0002	1.538	5     117.2570       1.513      6      117.2636     1.381     7
818	358	930	3:2:3:	3:2:	3:3:1:	C[5a,6a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:C[6a]-3:O-1:	C[5a](C[5a,6a]C[5a,6a]C[6a])(O[5a]N[5a])(CC[6a]O)	O[5a](C[5a]C[5a,6a]C)(N[5a]C[5a,6a])	C(C[5a]C[5a,6a]O[5a])(C[6a]C[6a]2)(O)	C[5a](C[5a,6a]C[5a,6a]C[6a])(O[5a]N[5a])(CC[6a]O){1|H<1>,2|C<3>}	O[5a](C[5a]C[5a,6a]C)(N[5a]C[5a,6a]){2|C<3>}	C(C[5a]C[5a,6a]O[5a])(C[6a]C[6a]2)(O)	122.8090	0.000	1	122.8090	0.000	1     122.8090       0.000      1      116.9211     3.946     9
818	358	930	3:2:3:	3:2:	3:3:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:C-3:H-1:	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CCH)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(CC[5]H)(H)	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CCH){1|C<3>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){1|C<3>,1|H<1>}	C(C[5a]C[5a]O[5a])(CC[5]H)(H)	117.5090	0.000	1	117.5090	0.000	1     117.5090       0.000      1      116.9211     3.946     9
818	358	930	3:2:3:	3:2:	3:3:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:C-3:O-1:	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CCO)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(CC[6a]N)(O)	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CCO){1|C<3>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){1|C<3>,1|H<1>}	C(C[5a]C[5a]O[5a])(CC[6a]N)(O)	112.3840	0.000	1	112.3840	0.000	1     112.3840       0.000      1      116.9211     3.946     9
818	358	930	3:2:3:	3:2:	3:3:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:C[6a]-3:O-1:	C[5a](C[5a]C[5a]C)(O[5a]N[5a])(CC[6a]O)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(C[6a]C[6a]2)(O)	C[5a](C[5a]C[5a]C)(O[5a]N[5a])(CC[6a]O){1|H<1>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){1|C<4>,1|H<1>}	C(C[5a]C[5a]O[5a])(C[6a]C[6a]2)(O)	117.6840	0.000	1	117.6840	0.000	1     117.6840       0.000      1      116.9211     3.946     9
818	358	930	3:2:3:	3:2:	3:3:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:N-3:O-1:	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CNO)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(NCC)(O)	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CNO){1|C<3>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){1|C<3>,1|H<1>}	C(C[5a]C[5a]O[5a])(NCC)(O)	121.4220	0.000	1	121.4220	0.000	1     116.3808       4.091      5      116.9211     3.946     9
818	358	930	3:2:3:	3:2:	3:3:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:N-3:O-1:	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CNO)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(NCH)(O)	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CNO){1|C<3>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){1|C<3>,1|H<1>}	C(C[5a]C[5a]O[5a])(NCH)(O)	115.2270	0.000	1	115.2270	0.000	1     116.3808       4.091      5      116.9211     3.946     9
818	358	930	3:2:3:	3:2:	3:3:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:N-3:O-1:	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CNO)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(NHH)(O)	C[5a](C[5a]C[5a]H)(O[5a]N[5a])(CNO){1|C<3>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){1|C<3>,1|H<1>}	C(C[5a]C[5a]O[5a])(NHH)(O)	117.4500	1.271	2	117.4500	1.271	2     116.3808       4.091      5      116.9211     3.946     9
818	358	930	3:2:3:	3:2:	3:3:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:N-3:O-1:	C[5a](C[5a]C[5a]P)(O[5a]N[5a])(CNO)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(NC[6a]H)(O)	C[5a](C[5a]C[5a]P)(O[5a]N[5a])(CNO){1|C<4>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){1|C<4>,1|P<4>}	C(C[5a]C[5a]O[5a])(NC[6a]H)(O)	110.3550	0.000	1	110.3550	0.000	1     116.3808       4.091      5      116.9211     3.946     9
818	358	930	3:2:3:	3:2:	3:3:2:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:C-3:O-2:	C[5a](C[5a]C[5a]C)(O[5a]N[5a])(CCO)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(CC[6a]H)(OH)	C[5a](C[5a]C[5a]C)(O[5a]N[5a])(CCO){1|C<3>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){2|C<3>}	C(C[5a]C[5a]O[5a])(CC[6a]H)(OH)	115.9970	0.000	1	115.9970	0.000	1     115.9970       0.000      1      115.9970     0.000     1
818	358	930	3:2:3:	3:2:	3:4:2:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:N[5a]-2:	C[5a]-3:C-4:N-2:	C[5a](C[5a]C[5a]C)(O[5a]N[5a])(CCN)	O[5a](C[5a]C[5a]C)(N[5a]C[5a])	C(C[5a]C[5a]O[5a])(CH3)(NN)	C[5a](C[5a]C[5a]C)(O[5a]N[5a])(CCN){1|C<4>}	O[5a](C[5a]C[5a]C)(N[5a]C[5a]){1|C<3>,1|C<4>}	C(C[5a]C[5a]O[5a])(CH3)(NN)	115.5930	0.000	1	115.5930	0.000	1     115.5930       0.000      1      115.5930     0.000     1
818	358	930	3:2:3:	3:3:	3:1:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:H-1:O-1:	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(CHO)	O[5a](C[5a]C[5a]B)(C[5a]C[5a]C)	C(C[5a]C[5a]O[5a])(H)(O)	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(CHO){1|B<3>,1|H<1>}	O[5a](C[5a]C[5a]B)(C[5a]C[5a]C){2|H<1>}	C(C[5a]C[5a]O[5a])(H)(O)	120.0530	0.000	1	120.0530	0.000	1     117.8704       2.277      10      117.0857     2.176     15
818	358	930	3:2:3:	3:3:	3:1:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:H-1:O-1:	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(CHO)	O[5a](C[5a]C[5a]C)(C[5a]C[5a]H)	C(C[5a]C[5a]O[5a])(H)(O)	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(CHO){2|H<1>}	O[5a](C[5a]C[5a]C)(C[5a]C[5a]H){2|H<1>}	C(C[5a]C[5a]O[5a])(H)(O)	115.2070	0.000	1	115.2070	0.000	1     117.8704       2.277      10      117.0857     2.176     15
818	358	930	3:2:3:	3:3:	3:1:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:H-1:O-1:	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(CHO)	O[5a](C[5a]C[5a]C)2	C(C[5a]C[5a]O[5a])(H)(O)	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(CHO){1|C<3>,1|C<4>}	O[5a](C[5a]C[5a]C)2{1|C<3>,1|H<1>}	C(C[5a]C[5a]O[5a])(H)(O)	118.5395	0.293	4	118.7007	0.510	7     117.8704       2.277      10      117.0857     2.176     15
818	358	930	3:2:3:	3:3:	3:1:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:H-1:O-1:	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(CHO)	O[5a](C[5a]C[5a]C)2	C(C[5a]C[5a]O[5a])(H)(O)	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(CHO){1|C<4>,1|H<1>}	O[5a](C[5a]C[5a]C)2{2|H<1>}	C(C[5a]C[5a]O[5a])(H)(O)	118.9157	0.729	3	118.7007	0.510	7     117.8704       2.277      10      117.0857     2.176     15
818	358	930	3:2:3:	3:3:	3:1:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:H-1:O-1:	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(CHO)	O[5a](C[5a]C[5a]C[5])(C[5a]C[5a]C)	C(C[5a]C[5a]O[5a])(H)(O)	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(CHO){1|C<3>,1|H<1>}	O[5a](C[5a]C[5a]C[5])(C[5a]C[5a]C){1|C<3>,1|S<2>,2|H<1>}	C(C[5a]C[5a]O[5a])(H)(O)	112.5390	0.000	1	112.5390	0.000	1     117.8704       2.277      10      117.0857     2.176     15
818	358	930	3:2:3:	3:3:	3:1:1:	C[5a]-3:O[5a]-2:C-3:	C[5a]-3:C[5a]-3:	C[5a]-3:O-1:O-1:	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COO)	O[5a](C[5a]C[5a]C)2	C(C[5a]C[5a]O[5a])(O)2	C[5a](C[5a]C[5a]H)(O[5a]C[5a])(COO){1|C<3>,1|H<1>}	O[5a](C[5a]C[5a]C)2{2|H<1>}	C(C[5a]C[5a]O[5a])(O)2	115.5162	0.530	5	115.5162	0.530	5     115.5162       0.530      5      117.0857     2.176     15
818	358	930	3:2:3:	3:3:	3:2:1:	C[5]-3:O[5]-2:C-3:	N[5,6]-3:C[5]-3:	C[5]-3:O-2:O-1:	C[5](C[5]C[5,6]H)(O[5]N[5,6])(COO)	O[5](N[5,6]C[5,6]C[6])(C[5]C[5]C)	C(C[5]C[5]O[5])(OC)(O)	C[5](C[5]C[5,6]H)(O[5]N[5,6])(COO){1|C<4>,2|C<3>}	O[5](N[5,6]C[5,6]C[6])(C[5]C[5]C){2|C<3>,2|C<4>,2|H<1>}	C(C[5]C[5]O[5])(OC)(O)	116.7410	0.000	1	116.7410	0.000	1     116.7410       0.000      1      117.7107     2.079     138
818	358	930	3:2:3:	3:3:	3:2:1:	C[5a]-3:O[5a]-2:C-3:	C[5a,6a]-3:C[5a]-3:	C[5a]-3:O-2:O-1:	C[5a](C[5a]C[5a,6a]C)(O[5a]C[5a,6a])(COO)	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C)	C(C[5a]C[5a]O[5a])(OH)(O)	C[5a](C[5a]C[5a,6a]C)(O[5a]C[5a,6a])(COO){2|C<3>}	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C){1|H<1>,3|C<3>}	C(C[5a]C[5a]O[5a])(OH)(O)	113.9215	0.888	6	113.9215	0.888	6     116.0363       2.860      15      117.7107     2.079     138
818	358	930	3:2:3:	3:3:	3:2:1:	C[5a]-3:O[5a]-2:C-3:	C[5a,6a]-3:C[5a]-3:	C[5a]-3:O-2:O-1:	C[5a](C[5a]C[5a,6a]H)(O[5a]C[5a,6a])(COO)	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C)	C(C[5a]C[5a]O[5a])(OC)(O)	C[5a](C[5a]C[5a,6a]H)(O[5a]C[5a,6a])(COO){2|C<3>}	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C){2|C<3>,2|H<1>}	C(C[5a]C[5a]O[5a])(OC)(O)	115.3390	0.272	2	115.3390	0.272	2     116.0363       2.860      15      117.7107     2.079     138
818	358	930	3:2:3:	3:3:	3:2:1:	C[5a]-3:O[5a]-2:C-3:	C[5a,6a]-3:C[5a]-3:	C[5a]-3:O-2:O-1:	C[5a](C[5a]C[5a,6a]N)(O[5a]C[5a,6a])(COO)	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C)	C(C[5a]C[5a]O[5a])(OC)(O)	C[5a](C[5a]C[5a,6a]N)(O[5a]C[5a,6a])(COO){2|C<3>}	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C){1|H<1>,1|N<2>,2|C<3>}	C(C[5a]C[5a]O[5a])(OC)(O)	114.6220	0.000	1	118.0763	3.102	4     116.0363       2.860      15      117.7107     2.079     138
