490	474	690	4:3:1:1:	4:4:3:4:	4:	C[5,5]-4:C[6]-3:H-1:H-1:	N[5,5]-4:C[5]-4:C[5]-3:C-4:	C-4:	C(C[5,5]N[5,5]C[5]2)(C[6]C[6]N[6])(H)2	C[5,5](N[5,5]C[5]2Pd)(C[5]C[5]HH)(C[5]N[5]O)(CC[6]HH)	H(CC[5,5]C[6]H)	C(C[5,5]N[5,5]C[5]2)(C[6]C[6]N[6])(H)2	C[5,5](N[5,5]C[5]2Pd)(C[5]C[5]HH)(C[5]N[5]O)(CC[6]HH){2|C<3>,5|H<1>}	H(CC[5,5]C[6]H)	108.5970	0.041	2	108.5970	0.041	2     108.5970       0.041      2      108.5669     0.306     12
490	474	690	4:3:1:1:	4:4:3:4:	4:	C[5]-4:N-3:H-1:H-1:	C[5]-4:C[5]-4:N[5]-3:C-4:	C-4:	C(C[5]C[5]2N[5])(NOO)(H)2	C[5](C[5]C[5]O[5]H)(C[5]C[5]HH)(N[5]O[5]C)(CHHN)	H(CC[5]HN)	C(C[5]C[5]2N[5])(NOO)(H)2	C[5](C[5]C[5]O[5]H)(C[5]C[5]HH)(N[5]O[5]C)(CHHN){1|O<2>,2|H<1>,3|C<4>}	H(CC[5]HN)	109.0315	0.029	2	109.0315	0.029	2     109.0315       0.029      2      108.5669     0.306     12
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5,5]-4:C[6a]-3:H-1:H-1:	C[5,5,6]-4:C[5,5,6]-4:C-4:H-1:	C-4:	C(C[5,5]C[5,5,6]2H)(C[6a]C[6a]2)(H)2	C[5,5](C[5,5,6]O[5,6]2C)2(CC[6a]HH)(H)	H(CC[5,5]C[6a]H)	C(C[5,5]C[5,5,6]2H)(C[6a]C[6a]2)(H)2	C[5,5](C[5,5,6]O[5,6]2C)2(CC[6a]HH)(H){}	H(CC[5,5]C[6a]H)	108.3740	0.006	2	108.3740	0.006	2     108.3740       0.006      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5,6]-4:C-3:H-1:H-1:	C[5,5,6]-4:C[5,6,6]-4:C-4:H-1:	C-4:	C(C[5,6]C[5,5,6]C[5,6,6]H)(CCO)(H)2	C[5,6](C[5,5,6]C[5,5,6]C[5,6]H)(C[5,6,6]Se[6,6]O[5,6]H)(CCHH)(H)	H(CC[5,6]CH)	C(C[5,6]C[5,5,6]C[5,6,6]H)(CCO)(H)2	C[5,6](C[5,5,6]C[5,5,6]C[5,6]H)(C[5,6,6]Se[6,6]O[5,6]H)(CCHH)(H){1|C<4>,1|O<2>,3|H<1>}	H(CC[5,6]CH)	108.6980	0.000	1	108.6980	0.000	1     108.6980       0.000      1      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5,6]-4:C-3:H-1:H-1:	C[5,5,6]-4:C[5,6]-4:C-4:H-1:	C-4:	C(C[5,6]C[5,5,6]C[5,6]H)(CCO)(H)2	C[5,6](C[5,5,6]C[5,5]C[5,6]H)(C[5,6]C[5,5,6]PdH)(CCHH)(H)	H(CC[5,6]CH)	C(C[5,6]C[5,5,6]C[5,6]H)(CCO)(H)2	C[5,6](C[5,5,6]C[5,5]C[5,6]H)(C[5,6]C[5,5,6]PdH)(CCHH)(H){1|C<4>,5|H<1>}	H(CC[5,6]CH)	108.7100	0.014	2	108.7100	0.014	2     108.4267       0.491      3      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5,6]-4:C-3:H-1:H-1:	C[5,5,6]-4:C[5,6]-4:C-4:H-1:	C-4:	C(C[5,6]C[5,5,6]C[5,6]H)(COO)(H)2	C[5,6](C[5,5,6]C[5,6]P[5,5]H)(C[5,6]C[5,5,6]HP)(CCHH)(H)	H(CC[5,6]CH)	C(C[5,6]C[5,5,6]C[5,6]H)(COO)(H)2	C[5,6](C[5,5,6]C[5,6]P[5,5]H)(C[5,6]C[5,5,6]HP)(CCHH)(H){1|Pd<4>,1|C<4>,1|H<1>,2|C<3>}	H(CC[5,6]CH)	107.8600	0.000	1	107.8600	0.000	1     108.4267       0.491      3      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5,6]-4:C-3:H-1:H-1:	C[5,6,6]-4:C[5,5,6]-4:C-4:H-1:	C-4:	C(C[5,6]C[5,5,6]C[5,6,6]H)(COO)(H)2	C[5,6](C[5,6,6]C[5,5,6,6]C[6,6]C)(C[5,5,6]C[5,5]C[5,6]C)(CCHH)(H)	H(CC[5,6]CH)	C(C[5,6]C[5,5,6]C[5,6,6]H)(COO)(H)2	C[5,6](C[5,6,6]C[5,5,6,6]C[6,6]C)(C[5,5,6]C[5,5]C[5,6]C)(CCHH)(H){2|O<2>,3|C<4>,4|H<1>}	H(CC[5,6]CH)	109.0325	0.015	2	109.0325	0.015	2     109.0325       0.015      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5,6]-4:N-3:H-1:H-1:	C[5,5,6]-4:C[5,6]-4:C-4:H-1:	C-4:	C(C[5,6]C[5,5,6]C[5,6]H)(NC[6a]C)(H)2	C[5,6](C[5,5,6]C[5,5]C[5,6]H)(C[5,6]C[5,5,6]HH)(CHHN)(H)	H(CC[5,6]HN)	C(C[5,6]C[5,5,6]C[5,6]H)(NC[6a]C)(H)2	C[5,6](C[5,5,6]C[5,5]C[5,6]H)(C[5,6]C[5,5,6]HH)(CHHN)(H){1|C<4>,5|H<1>}	H(CC[5,6]HN)	108.9373	0.236	6	108.9373	0.236	6     108.9373       0.236      6      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:Br-1:H-1:	C[5,5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,5]C[5]H)(CCO)(Br)(H)	C[5](C[5,5]C[5]O[5]2)(C[5]C[5]CC)(CBrCH)(H)	H(CC[5]BrC)	C(C[5]C[5,5]C[5]H)(CCO)(Br)(H)	C[5](C[5,5]C[5]O[5]2)(C[5]C[5]CC)(CBrCH)(H){1|C<3>,2|C<4>,3|H<1>}	H(CC[5]BrC)	106.4665	0.047	2	106.4665	0.047	2     106.4665       0.047      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:Br-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCO)(Br)(H)	C[5](C[5]C[5]BrC)(C[5]C[5]HH)(CBrCH)(H)	H(CC[5]BrC)	C(C[5]C[5]2H)(CCO)(Br)(H)	C[5](C[5]C[5]BrC)(C[5]C[5]HH)(CBrCH)(H){4|H<1>}	H(CC[5]BrC)	108.3150	0.000	1	108.3150	0.000	1     108.0395       0.390      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:Br-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCO)(Br)(H)	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CBrCH)(H)	H(CC[5]BrC)	C(C[5]C[5]2H)(CCO)(Br)(H)	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CBrCH)(H){4|H<1>}	H(CC[5]BrC)	107.7640	0.000	1	107.7640	0.000	1     108.0395       0.390      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[3,5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[3,5]C[5]H)(COO)(H)2	C[5](C[3,5]C[3,5]C[3]S)(C[5]O[5]HO)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[3,5]C[5]H)(COO)(H)2	C[5](C[3,5]C[3,5]C[3]S)(C[5]O[5]HO)(CCHH)(H){3|H<1>}	H(CC[5]CH)	109.2155	0.033	2	109.2155	0.033	2     109.2155       0.033      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5,5,6]-4:S[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,5,6]S[5]H)(CCH)(H)2	C[5](C[5,5,6]C[5,5,6]2H)(S[5]C[5]OO)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5,5,6]S[5]H)(CCH)(H)2	C[5](C[5,5,6]C[5,5,6]2H)(S[5]C[5]OO)(CCHH)(H){1|C<3>,3|C<4>,3|H<1>}	H(CC[5]CH)	109.4193	0.134	3	109.4193	0.134	3     109.4193       0.134      3      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,5]C[5]H)(CCH)(H)2	C[5](C[5,5]C[5]2O[5])(C[5]C[5]CC)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5,5]C[5]H)(CCH)(H)2	C[5](C[5,5]C[5]2O[5])(C[5]C[5]CC)(CCHH)(H){3|C<4>,5|H<1>}	H(CC[5]CH)	109.7075	0.015	2	109.7075	0.015	2     109.4313       1.195      10      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,5]C[5]H)(CC[5]H)(H)2	C[5](C[5,5]C[5,5]O[5]C)(C[5]O[5]CC)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5,5]C[5]H)(CC[5]H)(H)2	C[5](C[5,5]C[5,5]O[5]C)(C[5]O[5]CC)(CCHH)(H){1|C<3>,1|C<4>,1|O<2>}	H(CC[5]CH)	109.9425	0.015	2	109.9425	0.015	2     109.4313       1.195      10      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,5]C[5]H)(COO)(H)2	C[5](C[5,5]C[5,5]C[5]H)(C[5]S[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5,5]C[5]H)(COO)(H)2	C[5](C[5,5]C[5,5]C[5]H)(C[5]S[5]HH)(CCHH)(H){1|C<4>,1|N<3>,2|O<1>,3|H<1>}	H(CC[5]CH)	110.6245	2.188	2	110.6245	2.188	2     109.4313       1.195      10      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,5]C[5]H)(COO)(H)2	C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]O[5]H)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5,5]C[5]H)(COO)(H)2	C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]O[5]H)(CCHH)(H){2|C<4>,2|H<1>,2|O<2>}	H(CC[5]CH)	108.0700	0.245	2	108.0700	0.245	2     109.4313       1.195      10      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,5]C[5]H)(COO)(H)2	C[5](C[5,5]C[5,6a]N[5,5]O)(C[5]C[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5,5]C[5]H)(COO)(H)2	C[5](C[5,5]C[5,6a]N[5,5]O)(C[5]C[5]HH)(CCHH)(H){2|H<1>,3|C<3>}	H(CC[5]CH)	108.8120	0.048	2	108.8120	0.048	2     109.4313       1.195      10      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5,6,6]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5,6,6]C[5]H)(CCH)(H)2	C[5](C[5,6,6]C[5,5,3x6]C[6,6]C)(C[5]C[5,5,6,6]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5,6,6]C[5]H)(CCH)(H)2	C[5](C[5,6,6]C[5,5,3x6]C[6,6]C)(C[5]C[5,5,6,6]HH)(CCHH)(H){1|C<3>,1|O<2>,2|H<1>,3|C<4>}	H(CC[5]CH)	109.4130	0.315	4	109.4130	0.315	4     109.4130       0.315      4      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCC)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCC)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(H){2|C<3>,2|H<1>}	H(CC[5]CH)	108.9690	0.000	1	108.9690	0.000	1     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]CC)(C[5]C[5]CH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]CC)(C[5]C[5]CH)(CCHH)(H){4|H<1>}	H(CC[5]CH)	109.4005	0.206	4	109.4005	0.206	4     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CCHH)(H){1|S<4>,2|H<1>}	H(CC[5]CH)	109.1870	0.052	2	109.1870	0.052	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]HH)(CCHH)(H){1|C<4>,1|H<1>}	H(CC[5]CH)	109.0220	0.000	1	109.3813	0.312	3     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]HH)(CCHH)(H){2|H<1>}	H(CC[5]CH)	109.5610	0.021	2	109.3813	0.312	3     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]CO)(C[5]N[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]CO)(C[5]N[5]HH)(CCHH)(H){3|C<3>}	H(CC[5]CH)	113.3140	5.436	2	113.3140	5.436	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]HH)(C[5]N[5]HP)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]HH)(C[5]N[5]HP)(CCHH)(H){1|H<1>,2|C<3>}	H(CC[5]CH)	109.1120	0.028	2	109.1120	0.028	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]HO)(C[5]O[5]HO)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCH)(H)2	C[5](C[5]C[5]HO)(C[5]O[5]HO)(CCHH)(H){1|C<4>,1|H<1>}	H(CC[5]CH)	108.8855	0.023	2	108.8855	0.023	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCO)(H)2	C[5](C[5]C[5]CC)(C[5]O[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCO)(H)2	C[5](C[5]C[5]CC)(C[5]O[5]HH)(CCHH)(H){2|H<1>}	H(CC[5]CH)	107.3700	0.006	2	107.3700	0.006	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCO)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCO)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(H){2|C<3>,2|H<1>}	H(CC[5]CH)	108.8100	0.016	2	108.7000	0.776	10     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCO)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCO)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(H){4|H<1>}	H(CC[5]CH)	108.6725	0.877	8	108.7000	0.776	10     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCO)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCO)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CCHH)(H){1|S<4>,2|H<1>}	H(CC[5]CH)	109.2920	0.058	2	109.2920	0.058	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CCO)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]CH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CCO)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]CH)(CCHH)(H){1|O<1>}	H(CC[5]CH)	108.0980	0.024	2	108.0980	0.024	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CC[5,6]O)(H)2	C[5](C[5]C[5]CH)2(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CC[5,6]O)(H)2	C[5](C[5]C[5]CH)2(CCHH)(H){1|C<4>,3|H<1>}	H(CC[5]CH)	110.2775	0.022	2	110.2775	0.022	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CC[6a]O)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CC[6a]O)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(H){4|H<1>}	H(CC[5]CH)	108.7653	0.163	3	108.7653	0.163	3     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CC[6a]O)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]CC)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CC[6a]O)(H)2	C[5](C[5]C[5]CH)(C[5]O[5]CC)(CCHH)(H){1|O<1>}	H(CC[5]CH)	108.9570	0.008	4	108.9570	0.008	4     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CC[6a]O)(H)2	C[5](C[5]C[6a]O[5]H)(C[5]C[5]CH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CC[6a]O)(H)2	C[5](C[5]C[6a]O[5]H)(C[5]C[5]CH)(CCHH)(H){1|O<1>,2|C<3>}	H(CC[5]CH)	109.2230	0.016	2	109.2230	0.016	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(CHN)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(CHN)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CCHH)(H){1|S<4>,2|H<1>}	H(CC[5]CH)	108.9325	0.005	2	108.9325	0.005	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CCHH)(H){1|N<3>,3|H<1>}	H(CC[5]CH)	108.4800	0.049	2	108.4800	0.049	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HO)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HO)(CCHH)(H){1|O<2>,3|H<1>}	H(CC[5]CH)	109.8450	0.180	2	109.8450	0.180	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]CH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]CH)(CCHH)(H){1|C<3>,2|H<1>}	H(CC[5]CH)	111.0265	1.231	2	109.9980	1.384	4     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]CH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]CH)(CCHH)(H){1|S<4>,2|H<1>}	H(CC[5]CH)	108.9695	0.029	2	109.9980	1.384	4     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CCHH)(H){1|C<3>,1|H<1>,1|S<4>}	H(CC[5]CH)	109.2105	0.173	4	109.2105	0.173	4     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]S[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CH)(C[5]S[5]HH)(CCHH)(H){1|C<3>,1|H<1>}	H(CC[5]CH)	109.3405	0.011	2	109.3405	0.011	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CN)(C[5]N[5]CH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]2H)(COO)(H)2	C[5](C[5]C[5]CN)(C[5]N[5]CH)(CCHH)(H){1|C<4>,2|H<1>}	H(CC[5]CH)	108.1130	0.014	2	108.1130	0.014	2     109.1740       1.273      61      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C-3:H-1:H-1:	C[5]-4:N[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]N[5]H)(CCO)(H)2	C[5](C[5]C[5]HH)(N[5]C[5]HH)(CCHH)(H)	H(CC[5]CH)	C(C[5]C[5]N[5]H)(CCO)(H)2	C[5](C[5]C[5]HH)(N[5]C[5]HH)(CCHH)(H){4|H<1>}	H(CC[5]CH)	109.3350	0.017	2	109.3350	0.017	2     109.3350       0.017      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C[5]-3:H-1:H-1:	C[5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[5]2H)(C[5]C[5]2)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CC[5]HH)(H)	H(CC[5]2H)	C(C[5]C[5]2H)(C[5]C[5]2)(H)2	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CC[5]HH)(H){4|H<1>}	H(CC[5]2H)	108.6595	0.035	2	108.6595	0.035	2     108.6595       0.035      2      108.9584     1.280     143
490	474	690	4:3:1:1:	4:4:4:1:	4:	C[5]-4:C[6a]-3:Cl-1:H-1:	C[4,5]-4:C[5]-4:C-4:H-1:	C-4:	C(C[5]C[4,5]C[5]H)(C[6a]C[6a]2)(Cl)(H)	C[5](C[4,5]C[4,5]C[4]Cl)(C[5]O[5]HH)(CC[6a]ClH)(H)	H(CC[6a]C[5]Cl)	C(C[5]C[4,5]C[5]H)(C[6a]C[6a]2)(Cl)(H)	C[5](C[4,5]C[4,5]C[4]Cl)(C[5]O[5]HH)(CC[6a]ClH)(H){1|C<3>,1|N<3>,1|O<1>}	H(CC[6a]C[5]Cl)	107.9670	0.000	1	107.9670	0.000	1     107.9670       0.000      1      108.9584     1.280     143
