930	953	987	0:SP2_SP2_SP3	C	N[6]	S	3:4:4:	3:3:3:	3:3:1:1:	N[6]-3:S-4:S-4:	C[6]-3:C[6]-3:C-3:	C[6a]-3:C-3:O-1:O-1:	C(N[6]C[6]2)(SC[6a]OO)2	N[6](C[6]C[6]H)2(CSS)	S(C[6a]C[6a]2)(CN[6]S)(O)2	C(N[6]C[6]2)(SC[6a]OO)2	N[6](C[6]C[6]H)2(CSS){1|C<3>,2|H<1>}	S(C[6a]C[6a]2)(CN[6]S)(O)2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(CN[5]HH)(OC[6a])(O)	O(CCO)	O(C[6a]C[6a]2)(CCO)	C(CN[5]HH)(OC[6a])(O)	O(CCO)	O(C[6a]C[6a]2)(CCO)	125.7560	0.000	1	125.7560	0.000	1	123.6115	1.483	10	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C-4:O-2:O-1:	C-3:	I-3:C-3:	C(CClHH)(OI)(O)	O(CCO)	O(IC[6a]O)(CCO)	C(CClHH)(OI)(O)	O(CCO)	O(IC[6a]O)(CCO)	127.7520	0.000	1	127.7520	0.000	1	124.8555	4.096	2	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C-4:O-2:O-1:	C-3:	I-3:C-3:	C(CH3)(OI)(O)	O(CCO)	O(IC[6a]O)(CCO)	C(CH3)(OI)(O)	O(CCO)	O(IC[6a]O)(CCO)	121.9590	0.000	1	121.9590	0.000	1	124.8555	4.096	2	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C-4:O-2:O-1:	C-3:	N-3:C-3:	C(CCHH)(ON)(O)	O(CCO)	O(NC[6a]C)(CCO)	C(CCHH)(ON)(O)	O(CCO)	O(NC[6a]C)(CCO)	122.9670	0.115	2	122.9670	0.115	2	123.7374	0.875	5	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C-4:O-2:O-1:	C-3:	N-3:C-3:	C(CC[6a]HH)(ON)(O)	O(CCO)	O(NC[6a]C)(CCO)	C(CC[6a]HH)(ON)(O)	O(CCO)	O(NC[6a]C)(CCO)	124.2510	0.732	3	124.2510	0.732	3	123.7374	0.875	5	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C-4:O-2:O-1:	C-3:	N[6]-3:C-3:	C(CC[6a]2O)(ON[6])(O)	O(CCO)	O(N[6]C[6]2)(CCO)	C(CC[6a]2O)(ON[6])(O)	O(CCO)	O(N[6]C[6]2)(CCO)	126.7920	0.000	1	126.7920	0.000	1	126.6000	0.166	3	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C-4:O-2:O-1:	C-3:	N[6]-3:C-3:	C(CC[6a]HO)(ON[6])(O)	O(CCO)	O(N[6]C[6]2)(CCO)	C(CC[6a]HO)(ON[6])(O)	O(CCO)	O(N[6]C[6]2)(CCO)	126.5040	0.000	2	126.5040	0.000	2	126.6000	0.166	3	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[3,5]-4:O-2:O-1:	C-3:	C-3:C-3:	C(C[3,5]C[3,5]C[3]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CCH)	C(C[3,5]C[3,5]C[3]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CCH)	124.3130	0.000	1	124.3130	0.000	1	124.3130	0.000	1	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[3]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[3]C[3]2H)(OC[6a])(O)	O(CC[3]O)	O(C[6a]C[6a]2)(CC[3]O)	C(C[3]C[3]2H)(OC[6a])(O)	O(CC[3]O)	O(C[6a]C[6a]2)(CC[3]O)	122.0465	0.725	4	122.0465	0.725	4	122.0465	0.725	4	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[3]-4:O-2:O-1:	C-3:	N[5]-3:C-3:	C(C[3]C[3]2H)(ON[5])(O)	O(CC[3]O)	O(N[5]C[5]2)(CC[3]O)	C(C[3]C[3]2H)(ON[5])(O)	O(CC[3]O)	O(N[5]C[5]2)(CC[3]O)	122.2550	0.000	2	122.2550	0.000	2	122.2550	0.000	2	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[3x6]-4:O-2:O-1:	C-3:	C-3:N-3:	C(C[3x6]C[6,6]3)(ON)(O)	O(CC[3x6]O)	O(CC[3x6]O)(NCH)	C(C[3x6]C[6,6]3)(ON)(O)	O(CC[3x6]O)	O(CC[3x6]O)(NCH)	121.8520	0.000	1	121.8520	0.000	1	121.8520	0.000	1	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[3x6]-4:O-2:O-1:	C-3:	N[5]-3:C-3:	C(C[3x6]C[6,6]3)(ON[5])(O)	O(CC[3x6]O)	O(N[5]C[5]2)(CC[3x6]O)	C(C[3x6]C[6,6]3)(ON[5])(O)	O(CC[3x6]O)	O(N[5]C[5]2)(CC[3x6]O)	121.1610	0.000	1	121.1610	0.000	1	121.1610	0.000	1	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[4]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[4]C[4]2H)(OC[6a])(O)	O(CC[4]O)	O(C[6a]C[6a]2)(CC[4]O)	C(C[4]C[4]2H)(OC[6a])(O)	O(CC[4]O)	O(C[6a]C[6a]2)(CC[4]O)	123.1595	1.360	2	123.1595	1.360	2	123.1595	1.360	2	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[5,5,6]-4:O-2:O-1:	C-3:	C-3:C[5]-3:	C(C[5,5,6]C[5,5]C[5,6]O[5,6])(OC[5])(O)	O(CC[5,5,6]O)	O(CC[5,5,6]O)(C[5]C[5]2)	C(C[5,5,6]C[5,5]C[5,6]O[5,6])(OC[5])(O)	O(CC[5,5,6]O)	O(CC[5,5,6]O)(C[5]C[5]2)	123.7954	0.286	5	123.7954	0.286	5	123.7954	0.286	5	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[5,5,6]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[5,5,6]C[5,5]C[5,6]2)(OC[6a])(O)	O(CC[5,5,6]O)	O(C[6a]C[6a,6a]C[6a])(CC[5,5,6]O)	C(C[5,5,6]C[5,5]C[5,6]2)(OC[6a])(O)	O(CC[5,5,6]O)	O(C[6a]C[6a,6a]C[6a])(CC[5,5,6]O)	123.2770	0.000	1	123.2770	0.000	1	123.8713	0.749	7	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[5,5,6]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[5,5,6]C[5,5]C[5,6]O[5,6])(OC[6a])(O)	O(CC[5,5,6]O)	O(C[6a]C[6a,6a]C[6a])(CC[5,5,6]O)	C(C[5,5,6]C[5,5]C[5,6]O[5,6])(OC[6a])(O)	O(CC[5,5,6]O)	O(C[6a]C[6a,6a]C[6a])(CC[5,5,6]O)	123.1055	0.763	2	123.1055	0.763	2	123.8713	0.749	7	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[5,5,6]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[5,5,6]C[5,5]C[5,6]O[5,6])(OC[6a])(O)	O(CC[5,5,6]O)	O(C[6a]C[6a]2)(CC[5,5,6]O)	C(C[5,5,6]C[5,5]C[5,6]O[5,6])(OC[6a])(O)	O(CC[5,5,6]O)	O(C[6a]C[6a]2)(CC[5,5,6]O)	124.4027	0.207	4	124.4027	0.207	4	123.8713	0.749	7	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[5]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[5]C[5,6a]C[6a]C[5])(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a]2)(CC[5]O)	C(C[5]C[5,6a]C[6a]C[5])(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a]2)(CC[5]O)	124.2050	0.000	1	124.2050	0.000	1	123.4249	0.834	12	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[5]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[5]C[5]2C)(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a]2)(CC[5]O)	C(C[5]C[5]2C)(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a]2)(CC[5]O)	123.9540	0.000	2	123.9540	0.000	2	123.4249	0.834	12	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[5]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[5]C[5]2H)(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a]2)(CC[5]O)	C(C[5]C[5]2H)(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a]2)(CC[5]O)	122.5227	0.784	3	122.5227	0.784	3	123.4249	0.834	12	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[5]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[5]C[5]2O)(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a]2)(CC[5]O)	C(C[5]C[5]2O)(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a]2)(CC[5]O)	122.3760	0.000	1	122.3760	0.000	1	123.4249	0.834	12	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[5]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[5]C[5]N[5]H)(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a,6a]C[6a])(CC[5]O)	C(C[5]C[5]N[5]H)(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a,6a]C[6a])(CC[5]O)	123.7770	0.000	2	123.7770	0.000	2	123.4249	0.834	12	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[5]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[5]C[6a]C[5]2)(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a,6a]C[6a])(CC[5]O)	C(C[5]C[6a]C[5]2)(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a,6a]C[6a])(CC[5]O)	123.0280	0.000	1	123.0280	0.000	1	123.4249	0.834	12	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[5]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[5]C[6a]C[5]N[5])(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a]2)(CC[5]O)	C(C[5]C[6a]C[5]N[5])(OC[6a])(O)	O(CC[5]O)	O(C[6a]C[6a]2)(CC[5]O)	124.2300	0.000	2	124.2300	0.000	2	123.4249	0.834	12	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[6]-4:O-2:O-1:	C-3:	C-3:C-3:	C(C[6]C[5,6,6]C[6]H)(OC)(O)	O(CC[6]O)	O(CC[6]O)(CCO)	C(C[6]C[5,6,6]C[6]H)(OC)(O)	O(CC[6]O)	O(CC[6]O)(CCO)	115.1400	0.290	4	115.1400	0.290	4	115.1400	0.290	4	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[6]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[6]C[6]2C)(OC[6a])(O)	O(CC[6]O)	O(C[6a]C[6a]2)(CC[6]O)	C(C[6]C[6]2C)(OC[6a])(O)	O(CC[6]O)	O(C[6a]C[6a]2)(CC[6]O)	122.7754	0.429	5	122.7754	0.429	5	122.5210	0.601	8	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[6]-4:O-2:O-1:	C-3:	C[6a]-3:C-3:	C(C[6]C[6]2H)(OC[6a])(O)	O(CC[6]O)	O(C[6a]C[6a]2)(CC[6]O)	C(C[6]C[6]2H)(OC[6a])(O)	O(CC[6]O)	O(C[6a]C[6a]2)(CC[6]O)	122.0970	0.681	3	122.0970	0.681	3	122.5210	0.601	8	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:3:	C[6]-4:O-2:O-1:	C-3:	N[5]-3:C-3:	C(C[6]C[6]2H)(ON[5])(O)	O(CC[6]O)	O(N[5]C[5]2)(CC[6]O)	C(C[6]C[6]2H)(ON[5])(O)	O(CC[6]O)	O(N[5]C[5]2)(CC[6]O)	121.4010	0.000	1	121.4010	0.000	1	121.4010	0.000	1	122.8410	2.205	124	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5,5]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5,5]C[3,5]2C[5,5])(OC)(O)	O(CC[3,5,5]O)	O(CC[3,5,5]O)(CH3)	C(C[3,5,5]C[3,5]2C[5,5])(OC)(O)	O(CC[3,5,5]O)	O(CC[3,5,5]O)(CH3)	124.7110	0.000	1	124.7110	0.000	1	124.7110	0.000	1	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5,6]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5,6]C[5,5,6]N[3,5,6]C[3])(OC)(O)	O(CC[3,5,6]O)	O(CC[3,5,6]O)(CH3)	C(C[3,5,6]C[5,5,6]N[3,5,6]C[3])(OC)(O)	O(CC[3,5,6]O)	O(CC[3,5,6]O)(CH3)	122.8510	0.000	1	122.8510	0.000	1	122.8510	0.000	1	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5]C[3,3x5]C[5,6a]C[3,5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	C(C[3,5]C[3,3x5]C[5,6a]C[3,5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	123.4750	0.000	1	123.4750	0.000	1	124.2127	1.128	15	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5]C[3,5,5]C[3,5]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CCHH)	C(C[3,5]C[3,5,5]C[3,5]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CCHH)	122.7510	0.000	1	122.7510	0.000	1	124.2127	1.128	15	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5]C[3,5,5]C[3,5]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	C(C[3,5]C[3,5,5]C[3,5]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	123.8610	0.000	1	123.8610	0.000	1	124.2127	1.128	15	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5]C[3,5,5]C[5,6a]C[3,5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	C(C[3,5]C[3,5,5]C[5,6a]C[3,5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	123.2680	0.000	1	123.2680	0.000	1	124.2127	1.128	15	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5]C[3,5,6]C[3,6]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CC3)	C(C[3,5]C[3,5,6]C[3,6]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CC3)	127.6110	0.000	1	127.6110	0.000	1	124.2127	1.128	15	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5]C[3,5]C[3]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CCHH)	C(C[3,5]C[3,5]C[3]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CCHH)	124.1816	0.588	5	124.1816	0.588	5	124.2127	1.128	15	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5]C[3,5]C[3]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	C(C[3,5]C[3,5]C[3]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	123.3060	0.000	1	123.3060	0.000	1	124.2127	1.128	15	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5]C[3,5]C[5]N[3])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	C(C[3,5]C[3,5]C[5]N[3])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	124.5570	0.000	1	124.5570	0.000	1	124.2127	1.128	15	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5]C[5,5a]C[3,5]C[3])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CCHH)	C(C[3,5]C[5,5a]C[3,5]C[3])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CCHH)	124.5080	0.000	2	124.5080	0.000	2	124.2127	1.128	15	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,5]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,5]N[3,5]C[3]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	C(C[3,5]N[3,5]C[3]C[5])(OC)(O)	O(CC[3,5]O)	O(CC[3,5]O)(CH3)	124.4370	0.000	1	124.4370	0.000	1	124.2127	1.128	15	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,6,6]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,6,6]C[3,5,6,6]2C[6,6])(OC)(O)	O(CC[3,6,6]O)	O(CC[3,6,6]O)(CH3)	C(C[3,6,6]C[3,5,6,6]2C[6,6])(OC)(O)	O(CC[3,6,6]O)	O(CC[3,6,6]O)(CH3)	123.2340	0.000	2	123.2340	0.000	2	123.8283	1.029	3	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,6,6]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,6,6]C[3,6,6]C[3x6]O[3])(OC)(O)	O(CC[3,6,6]O)	O(CC[3,6,6]O)(CH3)	C(C[3,6,6]C[3,6,6]C[3x6]O[3])(OC)(O)	O(CC[3,6,6]O)	O(CC[3,6,6]O)(CH3)	125.0170	0.000	1	125.0170	0.000	1	123.8283	1.029	3	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,6]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,6]C[3,6]2O[3])(OC)(O)	O(CC[3,6]O)	O(CC[3,6]O)(CH3)	C(C[3,6]C[3,6]2O[3])(OC)(O)	O(CC[3,6]O)	O(CC[3,6]O)(CH3)	124.1680	0.000	1	124.1680	0.000	1	124.2360	0.611	6	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,6]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,6]C[3,6]C[3]C[6])(OC)(O)	O(CC[3,6]O)	O(CC[3,6]O)(CCHH)	C(C[3,6]C[3,6]C[3]C[6])(OC)(O)	O(CC[3,6]O)	O(CC[3,6]O)(CCHH)	125.0880	0.000	1	125.0880	0.000	1	124.2360	0.611	6	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,6]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,6]C[3,6]C[3]C[6])(OC)(O)	O(CC[3,6]O)	O(CC[3,6]O)(CH3)	C(C[3,6]C[3,6]C[3]C[6])(OC)(O)	O(CC[3,6]O)	O(CC[3,6]O)(CH3)	123.8037	0.395	3	123.8037	0.395	3	124.2360	0.611	6	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3,6]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3,6]C[3,6]C[3]O[6])(OC)(O)	O(CC[3,6]O)	O(CC[3,6]O)(CCHH)	C(C[3,6]C[3,6]C[3]O[6])(OC)(O)	O(CC[3,6]O)	O(CC[3,6]O)(CCHH)	124.7490	0.000	1	124.7490	0.000	1	124.2360	0.611	6	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3]C[3,5,6]2C)(OC)(O)	O(CC[3]O)	O(CC[3]O)(CCHH)	C(C[3]C[3,5,6]2C)(OC)(O)	O(CC[3]O)	O(CC[3]O)(CCHH)	123.7220	0.000	1	123.7220	0.000	1	124.1217	1.703	150	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3]C[3,5,6]2H)(OC)(O)	O(CC[3]O)	O(CC[3]O)(CH3)	C(C[3]C[3,5,6]2H)(OC)(O)	O(CC[3]O)	O(CC[3]O)(CH3)	123.5064	0.492	5	123.5064	0.492	5	124.1217	1.703	150	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3]C[3,5]2C)(OC)(O)	O(CC[3]O)	O(CC[3]O)(CH3)	C(C[3]C[3,5]2C)(OC)(O)	O(CC[3]O)	O(CC[3]O)(CH3)	124.4220	0.516	2	124.4220	0.516	2	124.1217	1.703	150	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3]C[3,5]2C[6a])(OC)(O)	O(CC[3]O)	O(CC[3]O)(CH3)	C(C[3]C[3,5]2C[6a])(OC)(O)	O(CC[3]O)	O(CC[3]O)(CH3)	123.6833	0.480	4	123.6833	0.480	4	124.1217	1.703	150	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3]C[3,5]2H)(OC)(O)	O(CC[3]O)	O(CC[3]O)(CCHH)	C(C[3]C[3,5]2H)(OC)(O)	O(CC[3]O)	O(CC[3]O)(CCHH)	124.6510	0.357	4	124.6510	0.357	4	124.1217	1.703	150	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	3:4:	C[3]-4:O-2:O-1:	C-3:	C-3:C-4:	C(C[3]C[3,5]2H)(OC)(O)	O(CC[3]O)	O(CC[3]O)(CH3)	C(C[3]C[3,5]2H)(OC)(O)	O(CC[3]O)	O(CC[3]O)(CH3)	124.7990	0.452	5	124.7990	0.452	5	124.1217	1.703	150	124.2290	1.192	2812	123.7624	1.636	24949	123.7624	1.636	24949
