727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]N[5a,6a]C[6a])(C[5a]C[5a,6a]O)(CC[6a]O)    C(C[6a]C[6a]N[6a])(C[5a]C[5a]2)(O)     C[5a](C[5a]N[5a,6a]C[6a])(C[5a]C[5a,6a]O)(CC[6a]O){1|N<2>,3|C<3>}    C(C[6a]C[6a]N[6a])(C[5a]C[5a]2)(O)   1.4825    0.0000    1     1.4825     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:N-2_0_0:O-2     C[5a](C[5a]C[6a]N[5a])(C[5a]C[6a]O[5a])(CNO)    C(C[5a]C[5a]2)(NHH)(O)     C[5a](C[5a]C[6a]N[5a])(C[5a]C[6a]O[5a])(CNO){4|C<3>}    C(C[5a]C[5a]2)(NHH)(O)   1.4819    0.0000    1     1.4819     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-2_2_2     C[5a]-2_2_2:N-2_2_0:O-2     C[5a](C[5a]N[5a]N)2(CNO)    C(C[5a]C[5a]2)(NC[6a]H)(O)     C[5a](C[5a]N[5a]N)2(CNO){1|H<1>}    C(C[5a]C[5a]2)(NC[6a]H)(O)   1.4618    0.0000    1     1.4618     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:C[5]-3_2_2:O-2     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]S)(CC[5]O)    C(C[5]C[5]S[5])(C[5a]C[5a]2)(O)     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]S)(CC[5]O){1|H<1>,3|C<3>}    C(C[5]C[5]S[5])(C[5a]C[5a]2)(O)   1.4784    0.0000    1     1.4784     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:C[5]-3_2_2:O-2     C[5a](C[5a]C[6a]N[5a])(C[5a]N[5a]O)(CC[5]O)    C(C[5]C[5]S[5])(C[5a]C[5a]2)(O)     C[5a](C[5a]C[6a]N[5a])(C[5a]N[5a]O)(CC[5]O){3|C<3>}    C(C[5]C[5]S[5])(C[5a]C[5a]2)(O)   1.4594    0.0000    1     1.4594     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:C[5a]-2_2_2:O-2     C[5a](C[5a]C[5a]N[5a])(C[5a]N[5a]O)(CC[5a]O)    C(C[5a]C[5a]O[5a])(C[5a]C[5a]2)(O)     C[5a](C[5a]C[5a]N[5a])(C[5a]N[5a]O)(CC[5a]O){1|O<2>,2|C<3>}    C(C[5a]C[5a]O[5a])(C[5a]C[5a]2)(O)   1.4545    0.0000    1     1.4545     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(CC[6a]O)    C(C[5a]C[5a]2)(C[6a]C[6a]2)(O)     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(CC[6a]O){1|C<4>,1|N<3>}    C(C[5a]C[5a]2)(C[6a]C[6a]2)(O)   1.4742    0.0049    4     1.4742     0.0049    4
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]C)(CC[6a]O)    C(C[5a]C[5a]2)(C[6a]C[6a]2)(O)     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]C)(CC[6a]O){1|C<4>,1|H<1>,2|C<3>}    C(C[5a]C[5a]2)(C[6a]C[6a]2)(O)   1.4520    0.0000    1     1.4520     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]S)(CC[6a]O)    C(C[5a]C[5a]2)(C[6a]C[6a]2)(O)     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]S)(CC[6a]O){1|H<1>,3|C<3>}    C(C[5a]C[5a]2)(C[6a]C[6a]2)(O)   1.4824    0.0000    1     1.4824     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]C[5a]O)(C[5a]O[5a]C)(CC[6a]O)    C(C[5a]C[5a]2)(C[6a]C[6a]2)(O)     C[5a](C[5a]C[5a]O)(C[5a]O[5a]C)(CC[6a]O){1|C<3>}    C(C[5a]C[5a]2)(C[6a]C[6a]2)(O)   1.4816    0.0000    1     1.4816     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]N[5a]C)(C[5a]N[5a]O)(CC[6a]O)    C(C[5a]C[5a]2)(C[6a]C[6a]2)(O)     C[5a](C[5a]N[5a]C)(C[5a]N[5a]O)(CC[6a]O){1|C<3>}    C(C[5a]C[5a]2)(C[6a]C[6a]2)(O)   1.4408    0.0238    3     1.4408     0.0238    3
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:N-2_2_0:O-2     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]C)(CNO)    C(C[5a]C[5a]2)(NC[6a]H)(O)     C[5a](C[5a]C[5a]C[6a])(C[5a]N[5a]C)(CNO){1|C<4>,3|C<3>}    C(C[5a]C[5a]2)(NC[6a]H)(O)   1.5058    0.0264    2     1.5058     0.0264    2
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:N-2_2_0:O-2     C[5a](C[5a]N[5a]C)(C[5a]N[5a]O)(CNO)    C(C[5a]C[5a]2)(NC[6]H)(O)     C[5a](C[5a]N[5a]C)(C[5a]N[5a]O)(CNO){1|C<3>,1|C<4>}    C(C[5a]C[5a]2)(NC[6]H)(O)   1.4552    0.0000    1     1.4552     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:N-2_2_0:O-2     C[5a](C[5a]N[5a]C)(C[5a]N[5a]O)(CNO)    C(C[5a]C[5a]2)(NC[6a]H)(O)     C[5a](C[5a]N[5a]C)(C[5a]N[5a]O)(CNO){1|C<3>,1|C<4>}    C(C[5a]C[5a]2)(NC[6a]H)(O)   1.4610    0.0042    4     1.4610     0.0042    4
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:N-3_2_0:O-2     C[5a](C[5a]C[6a]N[5a])(C[5a]O[5a]C)(CNO)    C(C[5a]C[5a]2)(NCH)(O)     C[5a](C[5a]C[6a]N[5a])(C[5a]O[5a]C)(CNO){2|C<3>}    C(C[5a]C[5a]2)(NCH)(O)   1.4789    0.0000    1     1.4789     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:C[5a]-3_2_2     C[5a]-2_2_2:N[5a]-2_2_2:O-2     C[5a](C[5a]N[5a]C)(C[5a]N[5a]N)(CN[5a]O)    C(N[5a]C[5a]N[5a])(C[5a]C[5a]2)(O)     C[5a](C[5a]N[5a]C)(C[5a]N[5a]N)(CN[5a]O){1|C<3>}    C(N[5a]C[5a]N[5a])(C[5a]C[5a]2)(O)   1.4480    0.0000    1     1.4480     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5,5a]-3_2_2     C-2_2_2:C[5a]-2_2_2:O-2     C[5a](N[5,5a]C[5,5a]C[5])(C[5a]C[5a]C)(CCO)    C(C[5a]N[5,5a]C[5a])(COO)(O)     C[5a](N[5,5a]C[5,5a]C[5])(C[5a]C[5a]C)(CCO){1|C<3>,2|C<4>,2|H<1>}    C(C[5a]N[5,5a]C[5a])(COO)(O)   1.4330    0.0000    1     1.4330     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a,5a]-2_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](N[5a,5a]N[5a,5a]C[5a])(C[5a]C[6a]N[5a])(CC[6a]O)    C(C[5a]N[5a,5a]C[5a])(C[6a]C[6a]2)(O)     C[5a](N[5a,5a]N[5a,5a]C[5a])(C[5a]C[6a]N[5a])(CC[6a]O){1|C<4>,4|C<3>}    C(C[5a]N[5a,5a]C[5a])(C[6a]C[6a]2)(O)   1.4357    0.0000    1     1.4357     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a,6]-3_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](N[5a,6]C[5a,6]C[6])(C[5a]C[5a]C[6a])(CC[6a]O)    C(C[5a]N[5a,6]C[5a])(C[6a]C[6a]2)(O)     C[5a](N[5a,6]C[5a,6]C[6])(C[5a]C[5a]C[6a])(CC[6a]O){1|C<4>,1|H<1>,1|O<2>,4|C<3>}    C(C[5a]N[5a,6]C[5a])(C[6a]C[6a]2)(O)   1.4830    0.0000    1     1.4830     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a,6a]-2_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C)(CC[6a]O)    C(C[5a]N[5a,6a]C[5a])(C[6a]C[6a]2)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C)(CC[6a]O){1|H<1>,3|C<3>}    C(C[5a]N[5a,6a]C[5a])(C[6a]C[6a]2)(O)   1.4453    0.0090    4     1.4453     0.0090    4
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a,6a]-2_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C[6a])(CC[6a]O)    C(C[5a]N[5a,6a]C[5a])(C[6a]C[6a]2)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C[6a])(CC[6a]O){1|H<1>,5|C<3>}    C(C[5a]N[5a,6a]C[5a])(C[6a]C[6a]2)(O)   1.4688    0.0000    1     1.4688     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a,6a]-2_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C)(CC[6a]O)    C(C[5a]N[5a,6a]C[5a])(C[6a]C[6a]2)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]C)(CC[6a]O){1|H<1>,2|C<3>}    C(C[5a]N[5a,6a]C[5a])(C[6a]C[6a]2)(O)   1.4584    0.0000    1     1.4584     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a,6a]-2_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]O)(CC[6a]O)    C(C[5a]N[5a,6a]C[5a])(C[6a]C[6a]2)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]N[5a]O)(CC[6a]O){1|C<4>,1|H<1>,2|C<3>}    C(C[5a]N[5a,6a]C[5a])(C[6a]C[6a]2)(O)   1.4290    0.0000    1     1.4290     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a,6a]-2_2_2     C[5a]-3_2_2:N-2_2_0:O-2     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C[6a])(CNO)    C(C[5a]N[5a,6a]C[5a])(NC[6a]H)(O)     C[5a](N[5a,6a]C[5a,6a]C[6a])(C[5a]C[5a]C[6a])(CNO){1|O<1>,5|C<3>}    C(C[5a]N[5a,6a]C[5a])(NC[6a]H)(O)   1.5072    0.0000    1     1.5072     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C-2_2_0:C[5a]-2_2_2:O-2     C[5a](C[5a]C[5a]C)(N[5a]C[5a]H)(CCO)    C(C[5a]C[5a]N[5a])(CCH)(O)     C[5a](C[5a]C[5a]C)(N[5a]C[5a]H)(CCO){1|C<3>,1|H<1>}    C(C[5a]C[5a]N[5a])(CCH)(O)   1.4452    0.0000    1     1.4452     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]C[5a]C)(N[5a]C[5a]H)(CC[6a]O)    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)     C[5a](C[5a]C[5a]C)(N[5a]C[5a]H)(CC[6a]O){1|C<3>,1|C<4>}    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)   1.4286    0.0000    1     1.4286     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CC[6a]O)    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CC[6a]O){1|C<4>,3|C<3>}    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)   1.4349    0.0000    1     1.4611     0.0236    4
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CC[6a]O)    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CC[6a]O){1|H<1>,3|C<3>}    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)   1.4475    0.0000    1     1.4611     0.0236    4
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CC[6a]O)    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CC[6a]O){1|S<2>,3|C<3>}    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)   1.4810    0.0026    2     1.4611     0.0236    4
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]C[5a]N[5a])(N[5a]C[5a]H)(CC[6a]O)    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)     C[5a](C[5a]C[5a]N[5a])(N[5a]C[5a]H)(CC[6a]O){2|Cl<1>,2|C<3>}    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)   1.4714    0.0114    2     1.4714     0.0114    2
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:N-2_2_0:O-2     C[5a](C[5a]C[5a,6a]C[6a])(N[5a]C[5a,6a]H)(CNO)    C(C[5a]C[5a]N[5a])(NHN)(O)     C[5a](C[5a]C[5a,6a]C[6a])(N[5a]C[5a,6a]H)(CNO){4|C<3>}    C(C[5a]C[5a]N[5a])(NHN)(O)   1.4669    0.0000    1     1.4669     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:N-2_2_0:O-2     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CNO)    C(C[5a]C[5a]N[5a])(NC[5]H)(O)     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CNO){4|C<3>}    C(C[5a]C[5a]N[5a])(NC[5]H)(O)   1.4752    0.0040    3     1.4752     0.0040    3
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:N-2_2_0:O-2     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CNO)    C(C[5a]C[5a]N[5a])(NC[6a]H)(O)     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CNO){4|C<3>}    C(C[5a]C[5a]N[5a])(NC[6a]H)(O)   1.4754    0.0076    18     1.4754     0.0076    18
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:N-2_2_0:O-2     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CNO)    C(C[5a]C[5a]N[5a])(NHN)(O)     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CNO){1|C<4>,3|C<3>}    C(C[5a]C[5a]N[5a])(NHN)(O)   1.4549    0.0000    2     1.4617     0.0118    3
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:N-2_2_0:O-2     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CNO)    C(C[5a]C[5a]N[5a])(NHN)(O)     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CNO){4|C<3>}    C(C[5a]C[5a]N[5a])(NHN)(O)   1.4754    0.0000    1     1.4617     0.0118    3
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:N-2_2_0:O-2     C[5a](C[5a]N[5a]C)(N[5a]C[5a]H)(CNO)    C(C[5a]C[5a]N[5a])(NC[6a]H)(O)     C[5a](C[5a]N[5a]C)(N[5a]C[5a]H)(CNO){1|H<1>}    C(C[5a]C[5a]N[5a])(NC[6a]H)(O)   1.4735    0.0063    2     1.4735     0.0063    2
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:N-3_2_0:O-2     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CNO)    C(C[5a]C[5a]N[5a])(NCH)(O)     C[5a](C[5a]C[5a]C[6a])(N[5a]C[5a]H)(CNO){4|C<3>}    C(C[5a]C[5a]N[5a])(NCH)(O)   1.4791    0.0049    6     1.4791     0.0049    6
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:N-3_2_0:O-2     C[5a](C[5a]N[5a]C)(N[5a]C[5a]H)(CNO)    C(C[5a]C[5a]N[5a])(NCH)(O)     C[5a](C[5a]N[5a]C)(N[5a]C[5a]H)(CNO){1|H<1>}    C(C[5a]C[5a]N[5a])(NCH)(O)   1.4859    0.0000    1     1.4859     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_0     C[5a]-2_2_2:N[5]-3_3_2:O-2     C[5a](C[5a]C[5a]O)(N[5a]C[5a]H)(CN[5]O)    C(C[5a]C[5a]N[5a])(N[5]C[5]2)(O)     C[5a](C[5a]C[5a]O)(N[5a]C[5a]H)(CN[5]O){2|C<4>}    C(C[5a]C[5a]N[5a])(N[5]C[5]2)(O)   1.4834    0.0000    1     1.4834     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_2     C-2_2_0:C[5a]-2_2_2:O-2     C[5a](N[5a]C[6a]N[5a])(C[5a]O[5a]O)(CCO)    C(C[5a]C[5a]N[5a])(CCH)(O)     C[5a](N[5a]C[6a]N[5a])(C[5a]O[5a]O)(CCO){2|C<3>}    C(C[5a]C[5a]N[5a])(CCH)(O)   1.4569    0.0000    1     1.4569     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](N[5a]C[5a]C[6a])(C[5a]C[5a]C)(CC[6a]O)    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)     C[5a](N[5a]C[5a]C[6a])(C[5a]C[5a]C)(CC[6a]O){1|H<1>,3|C<3>}    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)   1.4848    0.0000    1     1.4848     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_2     C[5a]-2_2_2:N-2_0_0:O-2     C[5a](N[5a]C[5a]C[6a])(C[5a]N[5a]N)(CNO)    C(C[5a]C[5a]N[5a])(NHH)(O)     C[5a](N[5a]C[5a]C[6a])(C[5a]N[5a]N)(CNO){1|C<4>,2|C<3>}    C(C[5a]C[5a]N[5a])(NHH)(O)   1.4982    0.0000    1     1.4982     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-2_2_2     C[5a]-2_2_2:N-3_2_2:O-2     C[5a](C[5a]C[5a,6a]C)(N[5a]C[5a,6a]C)(CNO)    C(C[5a]C[5a]N[5a])(NCC)(O)     C[5a](C[5a]C[5a,6a]C)(N[5a]C[5a,6a]C)(CNO){2|C<3>}    C(C[5a]C[5a]N[5a])(NCC)(O)   1.4878    0.0000    1     1.4878     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-3_2_2     C[5a]-2_2_2:C[6a]-2_2_2:O-2     C[5a](C[5a]C[5a,6a]C[6a])(N[5a]C[5a,6a]C)(CC[6a]O)    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)     C[5a](C[5a]C[5a,6a]C[6a])(N[5a]C[5a,6a]C)(CC[6a]O){4|C<3>}    C(C[5a]C[5a]N[5a])(C[6a]C[6a]2)(O)   1.4981    0.0000    1     1.4981     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-3_2_2     C[5a]-2_2_2:N-3_2_0:O-2     C[5a](C[5a]C[5a,6a]O)(N[5a]C[5a,6a]C)(CNO)    C(C[5a]C[5a]N[5a])(NC[6]H)(O)     C[5a](C[5a]C[5a,6a]O)(N[5a]C[5a,6a]C)(CNO){2|C<3>}    C(C[5a]C[5a]N[5a])(NC[6]H)(O)   1.4727    0.0085    6     1.4727     0.0085    6
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-3_2_2     C[5a]-2_2_2:N-3_2_0:O-2     C[5a](C[5a]C[5a]C)(N[5a]C[5a]C)(CNO)    C(C[5a]C[5a]N[5a])(NCH)(O)     C[5a](C[5a]C[5a]C)(N[5a]C[5a]C)(CNO){1|Br<1>,1|H<1>}    C(C[5a]C[5a]N[5a])(NCH)(O)   1.4772    0.0000    1     1.4816     0.0040    3
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-3_2_2     C[5a]-2_2_2:N-3_2_0:O-2     C[5a](C[5a]C[5a]C)(N[5a]C[5a]C)(CNO)    C(C[5a]C[5a]N[5a])(NCH)(O)     C[5a](C[5a]C[5a]C)(N[5a]C[5a]C)(CNO){2|H<1>}    C(C[5a]C[5a]N[5a])(NCH)(O)   1.4838    0.0016    2     1.4816     0.0040    3
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-3_2_2     C[5a]-2_2_2:N-3_3_2:O-2     C[5a](C[5a]C[5a]C)(N[5a]C[5a]C)(CNO)    C(C[5a]C[5a]N[5a])(NCC)(O)     C[5a](C[5a]C[5a]C)(N[5a]C[5a]C)(CNO){2|H<1>}    C(C[5a]C[5a]N[5a])(NCC)(O)   1.4690    0.0000    1     1.4690     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-3_2_2     C[5a]-2_2_2:N[5]-3_2_2:O-2     C[5a](C[5a]C[5a]N)(N[5a]N[5a]C)(CN[5]O)    C(C[5a]C[5a]N[5a])(N[5]C[5]2)(O)     C[5a](C[5a]C[5a]N)(N[5a]N[5a]C)(CN[5]O){1|C<4>}    C(C[5a]C[5a]N[5a])(N[5]C[5]2)(O)   1.5111    0.0000    1     1.5111     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-2_2_2:N[5a]-3_2_2     C[5a]-2_2_2:N[5a]-2_2_2:O-2     C[5a](C[5a]C[5a]N)(N[5a]N[5a]C)(CN[5a]O)    C(N[5a]C[5a,6a]C[5a])(C[5a]C[5a]N[5a])(O)     C[5a](C[5a]C[5a]N)(N[5a]N[5a]C)(CN[5a]O){1|C<4>}    C(N[5a]C[5a,6a]C[5a])(C[5a]C[5a]N[5a])(O)   1.4998    0.0000    1     1.4998     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-3_2_2:C[5a]-3_2_2     C-2_2_0:C[5a]-2_2_2:O-2     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(CCO)    C(C[5a]C[5a]2)(CCH)(O)     C[5a](C[5a]C[5a]C)(C[5a]N[5a]C)(CCO){1|C<3>,1|H<1>}    C(C[5a]C[5a]2)(CCH)(O)   1.4450    0.0000    1     1.4450     0.0000    1
727    930     SP2_SP2    N    3:3:3:    3:3:1:    C-2_2_2:C[5a]-3_2_2:C[5a]-3_2_2     C-2_2_0:C[5a]-2_2_2:O-2     C[5a](C[5a]N[5a]C)(C[5a]N[5a]O)(CCO)    C(C[5a]C[5a]2)(CCH)(O)     C[5a](C[5a]N[5a]C)(C[5a]N[5a]O)(CCO){1|C<3>}    C(C[5a]C[5a]2)(CCH)(O)   1.4417    0.0102    5     1.4417     0.0102    5
