474    542     4:3:3:1:    4:4:3:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[5]S[5]HH)(N[5]C[5]C)(COO)(H)    N[5](C[5]C[5]CH)(C[5]S[5]CH)(CCO)     C[5](C[5]S[5]HH)(N[5]C[5]C)(COO)(H){1|C<4>,1|H<1>}    N[5](C[5]C[5]CH)(C[5]S[5]CH)(CCO){2|H<1>}   1.4677    0.0056    5     1.4677     0.0056    5
474    542     4:3:3:1:    4:4:3:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[5]S[5]HH)(N[5]C[5]C)(COO)(H)    N[5](C[5]C[5]CH)(C[5]S[5]HH)(CC[6a]O)     C[5](C[5]S[5]HH)(N[5]C[5]C)(COO)(H){2|H<1>}    N[5](C[5]C[5]CH)(C[5]S[5]HH)(CC[6a]O){2|H<1>}   1.4569    0.0000    1     1.4569     0.0000    1
474    542     4:3:3:1:    4:4:3:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[5]S[5]HH)(N[5]C[5]C)(COO)(H)    N[5](C[5]C[6]S[5]H)(C[5]C[5]CH)(CC[6]O)     C[5](C[5]S[5]HH)(N[5]C[5]C)(COO)(H){1|C<4>,1|H<1>}    N[5](C[5]C[6]S[5]H)(C[5]C[5]CH)(CC[6]O){1|C<4>,1|O<2>,3|H<1>}   1.4585    0.0000    1     1.4585     0.0000    1
474    542     4:3:3:1:    4:4:3:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[5]S[5]HH)(N[5]C[5]C)(COO)(H)    N[5](C[5]C[6a]S[5]H)(C[5]C[5]CH)(COO)     C[5](C[5]S[5]HH)(N[5]C[5]C)(COO)(H){1|C<3>,1|H<1>}    N[5](C[5]C[6a]S[5]H)(C[5]C[5]CH)(COO){2|C<3>,2|H<1>}   1.4666    0.0000    1     1.4666     0.0000    1
474    542     4:3:3:1:    4:4:3:    C[5]-4:N[5]-3:C[6a]-3:H-1:     C[3,5]-4:C[5]-4:C[5]-3:     Y    C[5](C[5]C[6a]O[5]H)(N[5]C[3,5]C[5])(C[6a]C[6a]2)(H)    N[5](C[3,5]C[3,5]C[3]C[5])(C[5]C[6a]C[5]H)(C[5]O[5]O)     C[5](C[5]C[6a]O[5]H)(N[5]C[3,5]C[5])(C[6a]C[6a]2)(H){1|O<1>,2|C<4>,2|H<1>,5|C<3>}    N[5](C[3,5]C[3,5]C[3]C[5])(C[5]C[6a]C[5]H)(C[5]O[5]O){1|O<1>,2|C<4>,3|C<3>,4|H<1>}   1.4743    0.0000    1     1.4743     0.0000    1
474    542     4:3:3:1:    4:4:3:    C[5]-4:N[5]-3:C[6a]-3:H-1:     C[6]-4:C[5]-4:C[5]-3:     Y    C[5](C[5]C[6a]O[5]H)(N[5]C[5]C[6])(C[6a]C[6a]2)(H)    N[5](C[6]C[5,6]C[6]H)(C[5]C[6a]C[5]H)(C[5]O[5]O)     C[5](C[5]C[6a]O[5]H)(N[5]C[5]C[6])(C[6a]C[6a]2)(H){1|O<1>,2|C<4>,3|H<1>,4|C<3>}    N[5](C[6]C[5,6]C[6]H)(C[5]C[6a]C[5]H)(C[5]O[5]O){1|C<4>,1|N<3>,1|O<2>,3|H<1>,4|C<3>}   1.4607    0.0029    2     1.4607     0.0029    2
474    542     4:3:3:1:    4:4:3:    C[5]-4:N[5]-3:N-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[5]C[5]HH)(N[5]C[5]C)(NCH)(H)    N[5](C[5]C[5]HH)(C[5]C[5]HN)(CCO)     C[5](C[5]C[5]HH)(N[5]C[5]C)(NCH)(H){4|H<1>}    N[5](C[5]C[5]HH)(C[5]C[5]HN)(CCO){4|H<1>}   1.4779    0.0000    1     1.4779     0.0000    1
474    542     4:3:3:1:    4:4:3:    C[5]-4:N[5]-3:N-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[5]C[5]HH)(N[5]C[5]C)(NCH)(H)    N[5](C[5]C[5]HH)(C[5]C[5]HN)(CC[5]O)     C[5](C[5]C[5]HH)(N[5]C[5]C)(NCH)(H){4|H<1>}    N[5](C[5]C[5]HH)(C[5]C[5]HN)(CC[5]O){4|H<1>}   1.4694    0.0000    1     1.4694     0.0000    1
474    542     4:3:3:1:    4:4:3:    C[5]-4:N[5]-3:N-3:H-1:     C[5]-4:C[5]-4:C-3:     Y    C[5](C[5]C[5]HH)(N[5]C[5]C)(NCH)(H)    N[5](C[5]C[5]HH)(C[5]C[5]HN)(COO)     C[5](C[5]C[5]HH)(N[5]C[5]C)(NCH)(H){4|H<1>}    N[5](C[5]C[5]HH)(C[5]C[5]HN)(COO){4|H<1>}   1.4574    0.0000    1     1.4574     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,5,6]-4:C[5]-3:N[5]-3:H-1:     C[5,5]-4:C[5]-4:C-4:     Y    C[5,5](C[5,5,6]C[6,6a]C[5,6]C[5])(C[5]C[5]O)(N[5]C[5]C)(H)    N[5](C[5,5]C[5,5,6]C[5]H)(C[5]C[5]HH)(CH3)     C[5,5](C[5,5,6]C[6,6a]C[5,6]C[5])(C[5]C[5]O)(N[5]C[5]C)(H){3|C<3>,5|H<1>}    N[5](C[5,5]C[5,5,6]C[5]H)(C[5]C[5]HH)(CH3){1|O<1>,2|H<1>,3|C<3>}   1.4617    0.0000    1     1.4617     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,5,6]-4:C[6]-3:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5,6](C[5,5,6]C[5,6a]C[5,6]C[5])(C[6]C[6]C)(N[5]C[5]C)(H)    N[5](C[5,6]C[5,5,6]C[6]H)(C[5]C[5]HH)(CCHH)     C[5,6](C[5,5,6]C[5,6a]C[5,6]C[5])(C[6]C[6]C)(N[5]C[5]C)(H){1|N<3>,3|C<3>,6|H<1>}    N[5](C[5,6]C[5,5,6]C[6]H)(C[5]C[5]HH)(CCHH){1|C<4>,2|H<1>,3|C<3>}   1.4725    0.0000    1     1.4725     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,5,6]-4:C[6]-3:N[5]-3:H-1:     C[5,6]-4:C[5]-4:S-4:     Y    C[5,6](C[5,5,6]O[5,6]C[5]2)(C[6]C[6]O)(N[5]C[5]S)(H)    N[5](C[5,6]C[5,5,6]C[6]H)(C[5]C[5]HH)(SC[6a]OO)     C[5,6](C[5,5,6]O[5,6]C[5]2)(C[6]C[6]O)(N[5]C[5]S)(H){1|C<3>,1|C<4>,7|H<1>}    N[5](C[5,6]C[5,5,6]C[6]H)(C[5]C[5]HH)(SC[6a]OO){1|C<3>,1|C<4>,1|O<1>,1|O<2>,2|H<1>}   1.4608    0.0000    1     1.4608     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,5]-4:C[6a]-3:N[5]-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[5,5]C[5,6a]C[5]2)(C[6a]C[6a]2)(N[5]C[5]C)(H)    N[5](C[5]C[5,5]C[6a]H)(C[5]C[5]CH)(CCHH)     C[5](C[5,5]C[5,6a]C[5]2)(C[6a]C[6a]2)(N[5]C[5]C)(H){1|N<3>,1|O<1>,5|C<3>,5|H<1>}    N[5](C[5]C[5,5]C[6a]H)(C[5]C[5]CH)(CCHH){2|H<1>,4|C<3>}   1.4703    0.0000    1     1.4703     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,5]-4:N[5,5]-3:C[6a]-3:H-1:     C[5]-4:C[5]-4:C[5,5]-4:     Y    C[5](C[5,5]C[5,5]C[5]H)(N[5,5]C[5,5]C[5])(C[6a]C[6a]2)(H)    N[5,5](C[5]C[5,5]C[6a]H)(C[5]C[5,5]C[5]H)(C[5,5]C[5,5]2C)     C[5](C[5,5]C[5,5]C[5]H)(N[5,5]C[5,5]C[5])(C[6a]C[6a]2)(H){1|N<3>,1|O<1>,2|C<4>,4|H<1>,5|C<3>}    N[5,5](C[5]C[5,5]C[6a]H)(C[5]C[5,5]C[5]H)(C[5,5]C[5,5]2C){1|S<2>,4|H<1>,7|C<3>}   1.4705    0.0000    1     1.4705     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,5]-4:N[5,5]-3:N[5]-3:H-1:     C[5,5]-4:C[5,5]-4:C[5]-4:     Y    C[5,5](C[5,5]C[5,5]C[5]H)(N[5,5]C[5,5]C[5])(N[5]C[5]C)(H)    N[5,5](C[5,5]C[5,5]C[5]2)(C[5,5]C[5,5]N[5]H)(C[5]C[5]HH)     C[5,5](C[5,5]C[5,5]C[5]H)(N[5,5]C[5,5]C[5])(N[5]C[5]C)(H){1|C<4>,1|N<3>,1|O<1>,2|C<3>,5|H<1>}    N[5,5](C[5,5]C[5,5]C[5]2)(C[5,5]C[5,5]N[5]H)(C[5]C[5]HH){1|C<4>,1|N<3>,1|O<1>,3|C<3>,6|H<1>}   1.4742    0.0000    1     1.4742     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,5]-4:N[5,6]-3:C[6]-3:H-1:     C[5,6]-4:C[5,6]-4:C-4:     Y    C[5,6](C[5,5]C[5]S[5]2)(N[5,6]C[5,6]C)(C[6]C[6]H)(H)    N[5,6](C[5,6]C[5,5]C[6]H)(C[5,6]C[5]C[6]H)(CC[6a]HH)     C[5,6](C[5,5]C[5]S[5]2)(N[5,6]C[5,6]C)(C[6]C[6]H)(H){1|C<3>,2|C<4>,2|O<1>,4|H<1>}    N[5,6](C[5,6]C[5,5]C[6]H)(C[5,6]C[5]C[6]H)(CC[6a]HH){1|C<3>,1|O<1>,2|S<3>,3|H<1>}   1.4695    0.0000    1     1.4695     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,5]-4:N[5,6]-3:C[6a]-3:H-1:     C[5,6]-4:C[5,6]-4:C[5]-4:     Y    C[5](C[5,5]C[5,5]C[5]H)(N[5,6]C[5,6]2)(C[6a]C[6a]2)(H)    N[5,6](C[5,6]C[5,5]C[6]C)(C[5,6]C[5,6]C[5]H)(C[5]C[5,5]C[6a]H)     C[5](C[5,5]C[5,5]C[5]H)(N[5,6]C[5,6]2)(C[6a]C[6a]2)(H){1|N<3>,1|O<1>,3|C<4>,4|C<3>,4|H<1>}    N[5,6](C[5,6]C[5,5]C[6]C)(C[5,6]C[5,6]C[5]H)(C[5]C[5,5]C[6a]H){1|C<4>,2|O<2>,4|C<3>,7|H<1>}   1.4762    0.0000    1     1.4762     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[5,5]C[5,5]C[5]H)(N[5]C[5]C)(COO)(H)    N[5](C[5]C[5,5]C[5a]H)(C[5]C[5,5]CH)(CC[6a]HH)     C[5](C[5,5]C[5,5]C[5]H)(N[5]C[5]C)(COO)(H){1|N<3>,1|O<1>,2|C<3>,2|H<1>}    N[5](C[5]C[5,5]C[5a]H)(C[5]C[5,5]CH)(CC[6a]HH){2|H<1>,4|C<3>}   1.4569    0.0000    1     1.4569     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:S-4:     Y    C[5](C[5,5]C[5,5]C[5]H)(N[5]C[5]S)(CCH)(H)    N[5](C[5]C[5,5]CH)(C[5]C[5,5]HH)(SC[6a]OO)     C[5](C[5,5]C[5,5]C[5]H)(N[5]C[5]S)(CCH)(H){2|C<3>,4|H<1>}    N[5](C[5]C[5,5]CH)(C[5]C[5,5]HH)(SC[6a]OO){1|C<3>,1|C<4>,1|H<1>}   1.4626    0.0000    1     1.4626     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,5]-4:N[5]-3:N[5]-3:H-1:     C[5,5]-4:C[5]-4:C-4:     Y    C[5,5](C[5,5]C[5,6a]C[5,5]C[5])(N[5]C[5,6a]C)(N[5]C[5]C)(H)    N[5](C[5,5]C[5,5]N[5]H)(C[5]C[5]HH)(CH3)     C[5,5](C[5,5]C[5,6a]C[5,5]C[5])(N[5]C[5,6a]C)(N[5]C[5]C)(H){2|C<4>,3|C<3>,4|H<1>}    N[5](C[5,5]C[5,5]N[5]H)(C[5]C[5]HH)(CH3){2|C<3>,2|C<4>,2|H<1>}   1.4547    0.0014    3     1.4547     0.0014    3
474    542     4:3:3:1:    4:4:4:    C[5,6,6]-4:C[6]-3:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5,6](C[5,6,6]C[6,6]C[5]C[6])(C[6]C[6]N)(N[5]C[5]C)(H)    N[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5]CH)(CCHH)     C[5,6](C[5,6,6]C[6,6]C[5]C[6])(C[6]C[6]N)(N[5]C[5]C)(H){1|C<3>,1|N<3>,2|C<4>,8|H<1>}    N[5](C[5,6]C[5,6,6]C[6]H)(C[5]C[5]CH)(CCHH){1|N<2>,2|H<1>,3|C<4>}   1.4755    0.0000    1     1.4755     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,6,6]-4:N[5,6]-3:N[5,6]-3:H-1:     C[5,6,6]-4:C[5]-4:C[6]-4:     Y    C[5,6,6](C[5,6,6]N[5,6]2H)(N[5,6]C[5]C[6])2(H)    N[5,6](C[5,6,6]C[5,6,6]N[5,6]H)(C[5]C[5]HH)(C[6]C[6]HH)     C[5,6,6](C[5,6,6]N[5,6]2H)(N[5,6]C[5]C[6])2(H){5|C<4>,8|H<1>}    N[5,6](C[5,6,6]C[5,6,6]N[5,6]H)(C[5]C[5]HH)(C[6]C[6]HH){1|C<4>,1|N<3>,1|N<4>,5|H<1>}   1.4615    0.0000    1     1.4615     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,6]-4:C[6a]-3:N[5]-3:H-1:     C[5]-4:C[5,5]-4:C-4:     Y    C[5](C[5,6]C[5]C[6]2)(C[6a]C[6a]2)(N[5]C[5,5]C)(H)    N[5](C[5]C[5,6]C[6a]H)(C[5,5]C[5]3)(CH3)     C[5](C[5,6]C[5]C[6]2)(C[6a]C[6a]2)(N[5]C[5,5]C)(H){2|N<3>,2|O<1>,4|C<3>,4|H<1>}    N[5](C[5]C[5,6]C[6a]H)(C[5,5]C[5]3)(CH3){2|H<1>,2|O<1>,6|C<3>}   1.4506    0.0000    1     1.4506     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,6]-4:C[6a]-3:N[5]-3:H-1:     C[5]-4:P[5]-4:C-4:     Y    C[5](C[5,6]C[5,6]C[6]H)(C[6a]C[6a]2)(N[5]P[5]C)(H)    N[5](C[5]C[5,6]C[6a]H)(P[5]C[5,6]C[6a]O)(CC[6a]HH)     C[5](C[5,6]C[5,6]C[6]H)(C[6a]C[6a]2)(N[5]P[5]C)(H){1|C<4>,1|O<1>,3|H<1>,5|C<3>}    N[5](C[5]C[5,6]C[6a]H)(P[5]C[5,6]C[6a]O)(CC[6a]HH){1|C<4>,1|H<1>,6|C<3>}   1.4612    0.0020    2     1.4612     0.0020    2
474    542     4:3:3:1:    4:4:4:    C[5,6]-4:C[6a]-3:N[5]-3:H-1:     C[5]-4:P[5]-4:C-4:     Y    C[5](C[5,6]C[5,6]C[6]H)(C[6a]C[6a]2)(N[5]P[5]C)(H)    N[5](C[5]C[5,6]C[6a]H)(P[5]C[5,6]C[6a]O)(CH3)     C[5](C[5,6]C[5,6]C[6]H)(C[6a]C[6a]2)(N[5]P[5]C)(H){1|O<1>,4|H<1>,5|C<3>}    N[5](C[5]C[5,6]C[6a]H)(P[5]C[5,6]C[6a]O)(CH3){2|H<1>,6|C<3>}   1.4643    0.0071    2     1.4643     0.0071    2
474    542     4:3:3:1:    4:4:4:    C[5,6]-4:C[6a]-3:N[5]-3:H-1:     C[5]-4:P[5]-4:C-4:     Y    C[5](C[5,6]C[5,6]C[6]H)(C[6a]C[6a]2)(N[5]P[5]C)(H)    N[5](C[5]C[5,6]C[6a]H)(P[5]C[5,6]NO)(CH3)     C[5](C[5,6]C[5,6]C[6]H)(C[6a]C[6a]2)(N[5]P[5]C)(H){1|C<4>,1|N<3>,1|O<1>,3|H<1>,4|C<3>}    N[5](C[5]C[5,6]C[6a]H)(P[5]C[5,6]NO)(CH3){1|C<4>,1|H<1>,4|C<3>}   1.4562    0.0024    3     1.4562     0.0024    3
474    542     4:3:3:1:    4:4:4:    C[5,6]-4:N[5,6]-3:C[6]-3:H-1:     C[5,6]-4:C[5,6]-4:C[6]-4:     Y    C[5,6](C[5,6]C[5,5,6]HH)(N[5,6]C[5,6]C[6])(C[6]C[6]H)(H)    N[5,6](C[5,6]C[5,5,6]C[6]H)(C[5,6]C[5,6]C[6]H)(C[6]C[6]HH)     C[5,6](C[5,6]C[5,5,6]HH)(N[5,6]C[5,6]C[6])(C[6]C[6]H)(H){1|C<3>,1|O<2>,2|C<4>,4|H<1>}    N[5,6](C[5,6]C[5,5,6]C[6]H)(C[5,6]C[5,6]C[6]H)(C[6]C[6]HH){1|C<4>,1|O<2>,2|C<3>,7|H<1>}   1.4721    0.0000    1     1.4721     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5,6]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C[6]-4:     Y    C[5](C[5,6]C[5]C[6]2)(N[5]C[5]C[6])(CC[6a]O)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5,6]CH)(C[6]C[6]2H)     C[5](C[5,6]C[5]C[6]2)(N[5]C[5]C[6])(CC[6a]O)(H){1|O<1>,1|O<2>,2|C<4>,3|C<3>,5|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5,6]CH)(C[6]C[6]2H){3|C<4>,4|C<3>,5|H<1>}   1.4637    0.0000    1     1.4678     0.0057    2
474    542     4:3:3:1:    4:4:4:    C[5,6]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C[6]-4:     Y    C[5](C[5,6]C[5]C[6]2)(N[5]C[5]C[6])(CC[6a]O)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5,6]CH)(C[6]C[6]2H)     C[5](C[5,6]C[5]C[6]2)(N[5]C[5]C[6])(CC[6a]O)(H){1|O<1>,3|C<3>,3|C<4>,5|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5,6]CH)(C[6]C[6]2H){3|C<4>,4|C<3>,5|H<1>}   1.4718    0.0000    1     1.4678     0.0057    2
474    542     4:3:3:1:    4:4:4:    C[5,6]-4:N[6]-3:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5,6](C[5,6]N[5]N[6]H)(N[6]C[5,6]C)(N[5]C[5]C)(H)    N[5](C[5,6]C[5,6]N[6]H)(C[5]N[5]HH)(CC[6a]HH)     C[5,6](C[5,6]N[5]N[6]H)(N[6]C[5,6]C)(N[5]C[5]C)(H){1|N<3>,3|C<4>,3|H<1>}    N[5](C[5,6]C[5,6]N[6]H)(C[5]N[5]HH)(CC[6a]HH){1|H<1>,1|N<3>,3|C<4>}   1.4617    0.0000    1     1.4617     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:C[6]-3:N[5]-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[5]C[5]HH)(C[6]C[6]2)(N[5]C[5]C)(H)    N[5](C[5]C[5]C[6]H)(C[5]C[5]HH)(CH3)     C[5](C[5]C[5]HH)(C[6]C[6]2)(N[5]C[5]C)(H){1|C<3>,1|N<3>,6|H<1>}    N[5](C[5]C[5]C[6]H)(C[5]C[5]HH)(CH3){2|C<3>,4|H<1>}   1.4509    0.0000    1     1.4509     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:C[6a]-3:N[5]-3:H-1:     B[5,5]-4:C[5]-4:S-4:     Y    C[5](C[5]C[6a]N[5]H)(C[6a]C[6a]2)(N[5]B[5,5]S)(H)    N[5](B[5,5]N[5]2O[5])(C[5]C[6a]C[5]H)(SC[6a]OO)     C[5](C[5]C[6a]N[5]H)(C[6a]C[6a]2)(N[5]B[5,5]S)(H){1|N<3>,1|O<2>,1|S<4>,2|H<1>,4|C<3>}    N[5](B[5,5]N[5]2O[5])(C[5]C[6a]C[5]H)(SC[6a]OO){1|H<1>,1|S<4>,2|C<4>,4|C<3>}   1.4665    0.0076    2     1.4665     0.0076    2
474    542     4:3:3:1:    4:4:4:    C[5]-4:C[6a]-3:N[5]-3:H-1:     C[5,5]-4:C[5]-4:C-4:     Y    C[5](C[5]C[6a]N[5]H)(C[6a]C[6a]2)(N[5]C[5,5]C)(H)    N[5](C[5,5]N[5]2O[5])(C[5]C[6a]C[5]H)(CH3)     C[5](C[5]C[6a]N[5]H)(C[6a]C[6a]2)(N[5]C[5,5]C)(H){1|C<4>,1|N<3>,1|O<2>,2|H<1>,4|C<3>}    N[5](C[5,5]N[5]2O[5])(C[5]C[6a]C[5]H)(CH3){1|H<1>,3|C<3>,4|C<4>}   1.4630    0.0040    2     1.4630     0.0040    2
474    542     4:3:3:1:    4:4:4:    C[5]-4:C[6a]-3:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5](C[5]C[5,6]HH)(C[6a]C[6a]2)(N[5]C[5,6]C)(H)    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[6a]C[5]H)(CCHH)     C[5](C[5]C[5,6]HH)(C[6a]C[6a]2)(N[5]C[5,6]C)(H){1|C<4>,3|C<3>,4|H<1>}    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[6a]C[5]H)(CCHH){1|C<4>,3|H<1>,4|C<3>}   1.4745    0.0006    2     1.4745     0.0006    2
474    542     4:3:3:1:    4:4:4:    C[5]-4:C[6a]-3:N[5]-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[5]C[6a]O[5]H)(C[6a]C[6a]2)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)(C[5]O[5]HH)(CH3)     C[5](C[5]C[6a]O[5]H)(C[6a]C[6a]2)(N[5]C[5]C)(H){1|O<2>,3|H<1>,4|C<3>}    N[5](C[5]C[6a]C[5]H)(C[5]O[5]HH)(CH3){1|H<1>,3|C<3>}   1.4694    0.0000    1     1.4694     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5,5]-4:C[5]-4:C-4:     Y    C[5](C[5]C[5,5]HH)(N[5]C[5,5]C)(COO)(H)    N[5](C[5,5]C[5,5a]C[5,5]H)(C[5]C[5]CH)(CC[6a]HH)     C[5](C[5]C[5,5]HH)(N[5]C[5,5]C)(COO)(H){1|C<3>,1|C<4>,2|H<1>}    N[5](C[5,5]C[5,5a]C[5,5]H)(C[5]C[5]CH)(CC[6a]HH){1|C<4>,1|N<2>,1|N<3>,3|H<1>}   1.4583    0.0000    1     1.4583     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5,5]-4:C[5]-4:S-4:     Y    C[5](C[5]C[5,5]HH)(N[5]C[5,5]S)(COO)(H)    N[5](C[5,5]C[5,5]N[5]H)(C[5]C[5]CH)(SC[6a]OO)     C[5](C[5]C[5,5]HH)(N[5]C[5,5]S)(COO)(H){1|C<3>,1|C<4>,1|H<1>,1|N<3>}    N[5](C[5,5]C[5,5]N[5]H)(C[5]C[5]CH)(SC[6a]OO){1|C<4>,2|C<3>,3|H<1>}   1.4694    0.0000    1     1.4694     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5](C[5]C[5,6]HH)(N[5]C[5,6]C)(COO)(H)    N[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]CH)(CC[6a]HH)     C[5](C[5]C[5,6]HH)(N[5]C[5,6]C)(COO)(H){1|C<3>,1|C<4>,2|H<1>}    N[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]CH)(CC[6a]HH){1|C<3>,1|C<4>,1|O<2>,4|H<1>}   1.4598    0.0000    1     1.4598     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[5]C[5]HH)(N[5]C[5]C)(CNO)(H)    N[5](C[5]C[5]CH)(C[5]C[5]HH)(CC[6a]CO)     C[5](C[5]C[5]HH)(N[5]C[5]C)(CNO)(H){4|H<1>}    N[5](C[5]C[5]CH)(C[5]C[5]HH)(CC[6a]CO){4|H<1>}   1.4704    0.0084    2     1.4704     0.0084    2
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[5]C[5]HH)(N[5]C[5]C)(CNO)(H)    N[5](C[5]C[5]CH)(C[5]C[5]HH)(CC[6a]HH)     C[5](C[5]C[5]HH)(N[5]C[5]C)(CNO)(H){4|H<1>}    N[5](C[5]C[5]CH)(C[5]C[5]HH)(CC[6a]HH){4|H<1>}   1.4703    0.0036    2     1.4703     0.0036    2
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[5]C[5]HH)(N[5]C[5]C)(COO)(H)    N[5](C[5]C[5]CH)(C[5]C[5]HH)(CC[5,5]CH)     C[5](C[5]C[5]HH)(N[5]C[5]C)(COO)(H){4|H<1>}    N[5](C[5]C[5]CH)(C[5]C[5]HH)(CC[5,5]CH){4|H<1>}   1.4696    0.0000    1     1.4696     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[5]C[5]HH)(N[5]C[5]C)(COO)(H)    N[5](C[5]C[5]CH)(C[5]C[5]HH)(CC[6a]HH)     C[5](C[5]C[5]HH)(N[5]C[5]C)(COO)(H){4|H<1>}    N[5](C[5]C[5]CH)(C[5]C[5]HH)(CC[6a]HH){4|H<1>}   1.4482    0.0000    1     1.4482     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[5]C[5]HO)(N[5]C[5]C)(COO)(H)    N[5](C[5]C[5]CH)2(CC[6a]HH)     C[5](C[5]C[5]HO)(N[5]C[5]C)(COO)(H){1|C<4>,1|O<2>,2|H<1>}    N[5](C[5]C[5]CH)2(CC[6a]HH){2|H<1>,2|O<2>}   1.4660    0.0000    1     1.4660     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:C[5]-4:     Y    C[5](C[5]C[5]HH)(N[5]C[5]2)(CNO)(H)    N[5](C[5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]HH)     C[5](C[5]C[5]HH)(N[5]C[5]2)(CNO)(H){2|C<4>,5|H<1>}    N[5](C[5]C[5]2H)(C[5]C[5]CH)(C[5]C[5]HH){1|C<3>,1|C<4>,1|N<3>,7|H<1>}   1.4670    0.0000    1     1.4670     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:S-4:     Y    C[5](C[5]C[5]CC)(N[5]C[5]S)(CNO)(H)    N[5](C[5]C[5]CH)(C[5]C[5]HH)(SC[6a]OO)     C[5](C[5]C[5]CC)(N[5]C[5]S)(CNO)(H){4|H<1>}    N[5](C[5]C[5]CH)(C[5]C[5]HH)(SC[6a]OO){2|C<4>,2|H<1>}   1.4682    0.0054    2     1.4682     0.0054    2
