474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:S-4:     Y    C[5](C[5]C[5]CH)(N[5]C[5]S)(COO)(H)    N[5](C[5]C[5]CH)(C[5]C[5]HH)(SC[6a]OO)     C[5](C[5]C[5]CH)(N[5]C[5]S)(COO)(H){1|C<4>,3|H<1>}    N[5](C[5]C[5]CH)(C[5]C[5]HH)(SC[6a]OO){2|C<4>,2|H<1>}   1.4645    0.0000    1     1.4645     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:S-4:     Y    C[5](C[5]C[5]HH)(N[5]C[5]S)(CCC)(H)    N[5](C[5]C[5]CH)2(SC[6a]OO)     C[5](C[5]C[5]HH)(N[5]C[5]S)(CCC)(H){1|C<4>,3|H<1>}    N[5](C[5]C[5]CH)2(SC[6a]OO){4|H<1>}   1.4678    0.0000    1     1.4678     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:S-4:     Y    C[5](C[5]C[5]HH)(N[5]C[5]S)(CCH)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(SC[6a]OO)     C[5](C[5]C[5]HH)(N[5]C[5]S)(CCH)(H){1|H<1>,3|C<3>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)(SC[6a]OO){2|H<1>,4|C<3>}   1.4734    0.0000    1     1.4734     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:S-4:     Y    C[5](C[5]C[5]HH)(N[5]C[5]S)(CNO)(H)    N[5](C[5]C[5]CH)(C[5]C[5]HH)(SC[6a]OO)     C[5](C[5]C[5]HH)(N[5]C[5]S)(CNO)(H){4|H<1>}    N[5](C[5]C[5]CH)(C[5]C[5]HH)(SC[6a]OO){4|H<1>}   1.4521    0.0000    1     1.4521     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:S-4:     Y    C[5](C[5]C[5]HH)(N[5]C[5]S)(COO)(H)    N[5](C[5]C[5]CH)(C[5]C[5]HH)(SC[6a]OO)     C[5](C[5]C[5]HH)(N[5]C[5]S)(COO)(H){4|H<1>}    N[5](C[5]C[5]CH)(C[5]C[5]HH)(SC[6a]OO){4|H<1>}   1.4595    0.0000    2     1.4595     0.0000    2
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C-3:H-1:     C[5]-4:C[5]-4:S-4:     Y    C[5](C[5]O[5]HH)(N[5]C[5]S)(CHN)(H)    N[5](C[5]C[5]CH)(C[5]O[5]CC)(SC[6a]OO)     C[5](C[5]O[5]HH)(N[5]C[5]S)(CHN)(H){2|C<4>}    N[5](C[5]C[5]CH)(C[5]O[5]CC)(SC[6a]OO){2|H<1>}   1.4671    0.0000    1     1.4671     0.0000    1
474    542     4:3:3:1:    4:4:4:    C[5]-4:N[5]-3:C[6a]-3:H-1:     C[5]-4:C[5]-4:C[6]-4:     Y    C[5](C[5]C[5,6]C[6a]H)(N[5]C[5]C[6])(C[6a]C[6a]2)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5,6]CH)(C[6]C[6]2H)     C[5](C[5]C[5,6]C[6a]H)(N[5]C[5]C[6])(C[6a]C[6a]2)(H){3|C<4>,4|H<1>,6|C<3>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5,6]CH)(C[6]C[6]2H){3|C<4>,4|C<3>,5|H<1>}   1.4604    0.0037    3     1.4604     0.0037    3
474    542     4:3:3:1:    4:4:4:    C[6]-4:N[5,6]-3:C[5]-3:H-1:     C[5,6]-4:C[5,6]-4:C-4:     Y    C[5,6](C[6]C[6]N[5]H)(N[5,6]C[5,6]C)(C[5]C[5]H)(H)    N[5,6](C[5,6]C[5]C[6]H)2(CCHH)     C[5,6](C[6]C[6]N[5]H)(N[5,6]C[5,6]C)(C[5]C[5]H)(H){1|C<3>,1|O<2>,2|C<4>,3|H<1>}    N[5,6](C[5,6]C[5]C[6]H)2(CCHH){1|C<4>,1|N<3>,5|H<1>}   1.4731    0.0000    1     1.4731     0.0000    1
474    542     4:3:3:2:    3:4:4:    C[3,5]-4:N[5,5]-3:C[5]-3:O-2:     C[5,6a]-3:C[5,5]-4:C[5]-4:     Y    C[5,5](C[3,5]C[3,5]N[3]H)(N[5,5]C[5,6a]C[5])(C[5]C[5,6a]O)(OH)    N[5,5](C[5,6a]C[5,6a]C[6a])(C[5,5]C[3,5]C[5]O)(C[5]C[3,5]HH)     C[5,5](C[3,5]C[3,5]N[3]H)(N[5,5]C[5,6a]C[5])(C[5]C[5,6a]O)(OH){1|C<4>,2|C<3>,3|H<1>}    N[5,5](C[5,6a]C[5,6a]C[6a])(C[5,5]C[3,5]C[5]O)(C[5]C[3,5]HH){1|N<3>,1|O<1>,2|C<3>,3|H<1>}   1.4708    0.0024    2     1.4708     0.0024    2
474    542     4:3:3:2:    4:2:4:    C[5,5]-4:C[6a]-3:N[5]-3:O[5]-2:     C[5,5]-4:O[5]-2:C-4:     Y    C[5,5](C[5,5]C[5]2H)(C[6a]C[6a]2)(N[5]O[5]C)(O[5]N[5])    N[5](C[5,5]C[5,5]C[6a]O[5])(O[5]C[5])(CH3)     C[5,5](C[5,5]C[5]2H)(C[6a]C[6a]2)(N[5]O[5]C)(O[5]N[5]){1|C<4>,3|C<3>,3|H<1>}    N[5](C[5,5]C[5,5]C[6a]O[5])(O[5]C[5])(CH3){1|C<4>,1|N<2>,2|H<1>,3|C<3>}   1.4609    0.0000    1     1.4588     0.0030    2
474    542     4:3:3:2:    4:2:4:    C[5,5]-4:C[6a]-3:N[5]-3:O[5]-2:     C[5,5]-4:O[5]-2:C-4:     Y    C[5,5](C[5,5]C[5]2H)(C[6a]C[6a]2)(N[5]O[5]C)(O[5]N[5])    N[5](C[5,5]C[5,5]C[6a]O[5])(O[5]C[5])(CH3)     C[5,5](C[5,5]C[5]2H)(C[6a]C[6a]2)(N[5]O[5]C)(O[5]N[5]){3|C<3>,4|H<1>}    N[5](C[5,5]C[5,5]C[6a]O[5])(O[5]C[5])(CH3){1|N<2>,3|C<3>,3|H<1>}   1.4567    0.0000    1     1.4588     0.0030    2
474    542     4:3:3:2:    4:3:1:    C[5,5,6]-4:C[5,6a]-3:N[5]-3:O-2:     C[5,5]-4:C[5]-3:H-1:     Y    C[5,5](C[5,5,6]C[5,6]N[5,6]C[6a])(C[5,6a]C[5,6a]C[6a])(N[5]C[5]H)(OH)    N[5](C[5,5]C[5,5,6]C[5,6a]O)(C[5]C[5,6]O)(H)     C[5,5](C[5,5,6]C[5,6]N[5,6]C[6a])(C[5,6a]C[5,6a]C[6a])(N[5]C[5]H)(OH){1|N<3>,1|O<1>,2|H<1>,5|C<3>}    N[5](C[5,5]C[5,5,6]C[5,6a]O)(C[5]C[5,6]O)(H){1|H<1>,2|N<3>,3|C<3>}   1.4559    0.0037    2     1.4559     0.0037    2
474    542     4:3:3:2:    4:3:1:    C[5,5]-4:C[5]-3:N[5]-3:O-2:     C[5,5]-4:C[5]-3:H-1:     Y    C[5,5](C[5,5]C[5,6a]N[5]O)(C[5]C[5,6a]O)(N[5]C[5]H)(OH)    N[5](C[5,5]C[5,5]C[5]O)(C[5]N[5]O)(H)     C[5,5](C[5,5]C[5,6a]N[5]O)(C[5]C[5,6a]O)(N[5]C[5]H)(OH){1|H<1>,1|O<1>,2|C<3>}    N[5](C[5,5]C[5,5]C[5]O)(C[5]N[5]O)(H){1|H<1>,1|O<1>,1|O<2>,2|C<3>}   1.4468    0.0000    1     1.4468     0.0000    1
474    542     4:3:3:2:    4:3:1:    C[5,6,6]-4:C[6]-3:N[5]-3:O[6]-2:     C[5,6,6]-4:C[5]-3:H-1:     Y    C[5,6,6](C[5,6,6]N[5]N[6]O[6])(C[6]N[6]O)(N[5]C[5]H)(O[6]C[6])    N[5](C[5,6,6]C[5,6,6]C[6]O[6])(C[5]N[5]O)(H)     C[5,6,6](C[5,6,6]N[5]N[6]O[6])(C[6]N[6]O)(N[5]C[5]H)(O[6]C[6]){1|C<3>,1|O<1>,3|C<4>,3|H<1>}    N[5](C[5,6,6]C[5,6,6]C[6]O[6])(C[5]N[5]O)(H){1|C<4>,1|H<1>,1|O<1>,1|O<2>,2|N<3>}   1.4530    0.0025    2     1.4530     0.0025    2
474    542     4:3:3:2:    4:3:1:    C[5,6]-4:C[6,6]-3:N[5]-3:O-2:     C[5,6]-4:C[5]-3:H-1:     Y    C[5,6](C[5,6]C[6,6a]N[5]O)(C[6,6]C[6,6]C[6])(N[5]C[5]H)(OH)    N[5](C[5,6]C[5,6]C[6,6]O)(C[5]N[5]O)(H)     C[5,6](C[5,6]C[6,6a]N[5]O)(C[6,6]C[6,6]C[6])(N[5]C[5]H)(OH){1|N<3>,1|O<1>,2|H<1>,3|C<3>}    N[5](C[5,6]C[5,6]C[6,6]O)(C[5]N[5]O)(H){1|H<1>,1|O<2>,3|C<3>}   1.4528    0.0000    1     1.4528     0.0000    1
474    542     4:3:3:2:    4:3:1:    C[6]-4:C[5]-3:N[5]-3:O[6]-2:     C[5,6]-4:C[5]-3:H-1:     Y    C[5,6](C[6]C[6]HH)(C[5]C[5]O)(N[5]C[5]H)(O[6]C[6])    N[5](C[5,6]C[5]C[6]O[6])(C[5]C[5]O)(H)     C[5,6](C[6]C[6]HH)(C[5]C[5]O)(N[5]C[5]H)(O[6]C[6]){1|O<1>,2|C<4>,4|H<1>}    N[5](C[5,6]C[5]C[6]O[6])(C[5]C[5]O)(H){1|O<2>,2|C<4>,3|H<1>}   1.4548    0.0000    1     1.4548     0.0000    1
474    542     4:3:3:2:    4:3:4:    C[5,5]-4:N[5]-3:C[6a]-3:N[5]-2:     C[5,5]-4:C[6a]-3:C[5]-4:     Y    C[5,5](C[5,5]C[6a]C[5]N[5])(N[5]C[6a]C[5])(C[6a]C[6a]2)(N[5]N[5])    N[5](C[5,5]C[5,5]C[6a]N[5])(C[6a]C[6a]2)(C[5]C[5]CH)     C[5,5](C[5,5]C[6a]C[5]N[5])(N[5]C[6a]C[5])(C[6a]C[6a]2)(N[5]N[5]){4|H<1>,9|C<3>}    N[5](C[5,5]C[5,5]C[6a]N[5])(C[6a]C[6a]2)(C[5]C[5]CH){1|N<2>,1|N<3>,3|H<1>,6|C<3>}   1.4659    0.0000    1     1.4659     0.0000    1
474    542     4:3:3:2:    4:3:4:    C[5,6]-4:C[5,6a]-3:N[5,6]-3:O-2:     C[5,6]-4:C[5]-3:C[6]-4:     Y    C[5,6](C[5,6]C[5,6a]N[5,6]O)(C[5,6a]C[5,6a]C[6a])(N[5,6]C[5]C[6])(OH)    N[5,6](C[5,6]C[5,6a]C[5,6]O)(C[5]C[5,6a]O)(C[6]C[6]HH)     C[5,6](C[5,6]C[5,6a]N[5,6]O)(C[5,6a]C[5,6a]C[6a])(N[5,6]C[5]C[6])(OH){1|C<4>,1|O<1>,3|H<1>,5|C<3>}    N[5,6](C[5,6]C[5,6a]C[5,6]O)(C[5]C[5,6a]O)(C[6]C[6]HH){1|N<3>,1|O<2>,2|H<1>,3|C<3>}   1.4684    0.0115    2     1.4684     0.0115    2
474    542     4:3:3:2:    4:3:4:    C[5]-4:C[5]-3:N[5]-3:S[5]-2:     C[5,5]-4:C[5]-3:C-4:     Y    C[5,5](C[5]C[5]CC)(C[5]N[5]C)(N[5]C[5]C)(S[5]C[5])    N[5](C[5,5]C[5]2S[5])(C[5]C[5]C)(CCHH)     C[5,5](C[5]C[5]CC)(C[5]N[5]C)(N[5]C[5]C)(S[5]C[5]){1|C<3>,1|C<4>,1|H<1>,1|N<2>}    N[5](C[5,5]C[5]2S[5])(C[5]C[5]C)(CCHH){1|C<4>,1|H<1>,1|N<3>,3|C<3>}   1.4616    0.0000    1     1.4616     0.0000    1
474    542     4:3:3:2:    4:3:4:    C[5]-4:N[5]-3:N[5]-3:O[5]-2:     C[5,5]-4:C[5]-3:C-4:     Y    C[5,5](C[5]C[5]HH)(N[5]C[5]C)2(O[5]C[5])    N[5](C[5,5]C[5]N[5]O[5])(C[5]C[5]O)(CC3)     C[5,5](C[5]C[5]HH)(N[5]C[5]C)2(O[5]C[5]){1|C<4>,1|H<1>,2|O<1>}    N[5](C[5,5]C[5]N[5]O[5])(C[5]C[5]O)(CC3){1|C<4>,1|O<1>,2|C<3>,2|H<1>}   1.4699    0.0000    1     1.4699     0.0000    1
474    542     4:3:3:2:    4:4:3:    C[5,6]-4:N[5,6]-3:C[6]-3:S[6]-2:     C[5,6,6]-4:C[5,6]-4:C[6]-3:     Y    C[5,6,6](C[5,6]C[5,6,6]HH)(N[5,6]C[5,6]C[6])(C[6]N[5,6,6]O)(S[6]C[6,6])    N[5,6](C[5,6,6]C[5,6]C[6]S[6])(C[5,6]C[5,6,6]C[6]H)(C[6]C[5,6,6]O)     C[5,6,6](C[5,6]C[5,6,6]HH)(N[5,6]C[5,6]C[6])(C[6]N[5,6,6]O)(S[6]C[6,6]){1|C<3>,1|O<1>,3|H<1>,4|C<4>}    N[5,6](C[5,6,6]C[5,6]C[6]S[6])(C[5,6]C[5,6,6]C[6]H)(C[6]C[5,6,6]O){1|C<3>,1|N<3>,1|O<1>,1|O<2>,1|S<2>,3|C<4>,4|H<1>}   1.4689    0.0000    1     1.4689     0.0000    1
474    542     4:3:3:2:    4:4:3:    C[5,6]-4:N[5,6]-3:C[6]-3:S[6]-2:     C[5,6,6]-4:C[5,6]-4:C[6]-3:     Y    C[5,6,6](C[5,6]C[5,6,6]HH)(N[5,6]C[5,6]C[6])(C[6]N[5,6]O)(S[6]C[6,6])    N[5,6](C[5,6,6]C[5,6]C[6]S[6])(C[5,6]C[5,6,6]C[6]H)(C[6]C[5,6]O)     C[5,6,6](C[5,6]C[5,6,6]HH)(N[5,6]C[5,6]C[6])(C[6]N[5,6]O)(S[6]C[6,6]){1|C<3>,1|O<1>,3|H<1>,4|C<4>}    N[5,6](C[5,6,6]C[5,6]C[6]S[6])(C[5,6]C[5,6,6]C[6]H)(C[6]C[5,6]O){1|C<3>,1|N<3>,1|O<1>,1|O<2>,1|S<2>,3|C<4>,4|H<1>}   1.4541    0.0000    1     1.4541     0.0000    1
474    542     4:3:3:2:    4:4:4:    C[3x5,6]-4:C[5,6]-3:N[5,5]-3:O[5]-2:     C[3x5,6]-4:C[5]-4:S[5]-4:     Y    C[3x5,6](C[3x5,6]C[5,5]C[5,6]C[5])(C[5,6]C[5,5,6]O)(N[5,5]C[5]S[5])(O[5]C[5])    N[5,5](C[3x5,6]C[3x5,6]C[5,6]O[5])(C[5]C[5]HH)(S[5]C[5]OO)     C[3x5,6](C[3x5,6]C[5,5]C[5,6]C[5])(C[5,6]C[5,5,6]O)(N[5,5]C[5]S[5])(O[5]C[5]){2|O<1>,3|C<4>,9|H<1>}    N[5,5](C[3x5,6]C[3x5,6]C[5,6]O[5])(C[5]C[5]HH)(S[5]C[5]OO){1|O<1>,3|C<4>,4|H<1>}   1.4585    0.0000    1     1.4585     0.0000    1
474    542     4:3:3:2:    4:4:4:    C[3x5]-4:C[5,6a]-3:N[5,6]-3:O-2:     C[5,5]-4:C[5,6]-4:C[6]-4:     Y    C[5,5](C[3x5]C[5,5,6]C[5,6a]N[5])(C[5,6a]C[5,6a,6a]C[6a])(N[5,6]C[5,6]C[6])(OH)    N[5,6](C[5,5]C[5,6a]C[3x5]O)(C[5,6]C[5,5,6]HH)(C[6]C[6]HH)     C[5,5](C[3x5]C[5,5,6]C[5,6a]N[5])(C[5,6a]C[5,6a,6a]C[6a])(N[5,6]C[5,6]C[6])(OH){2|C<4>,5|C<3>,6|H<1>}    N[5,6](C[5,5]C[5,6a]C[3x5]O)(C[5,6]C[5,5,6]HH)(C[6]C[6]HH){1|C<4>,1|N<3>,5|C<3>}   1.4748    0.0000    1     1.4767     0.0027    2
474    542     4:3:3:2:    4:4:4:    C[3x5]-4:C[5,6a]-3:N[5,6]-3:O-2:     C[5,5]-4:C[5,6]-4:C[6]-4:     Y    C[5,5](C[3x5]C[5,5,6]C[5,6a]N[5])(C[5,6a]C[5,6a,6a]C[6a])(N[5,6]C[5,6]C[6])(OH)    N[5,6](C[5,5]C[5,6a]C[3x5]O)(C[5,6]C[5,5,6]HH)(C[6]C[6]HH)     C[5,5](C[3x5]C[5,5,6]C[5,6a]N[5])(C[5,6a]C[5,6a,6a]C[6a])(N[5,6]C[5,6]C[6])(OH){3|C<4>,5|C<3>,5|H<1>}    N[5,6](C[5,5]C[5,6a]C[3x5]O)(C[5,6]C[5,5,6]HH)(C[6]C[6]HH){1|C<4>,1|N<3>,5|C<3>}   1.4786    0.0000    1     1.4767     0.0027    2
474    542     4:3:3:2:    4:4:4:    C[3x5]-4:C[5,6a]-3:N[5,6]-3:O-2:     C[5,5]-4:C[5,6]-4:C[6]-4:     Y    C[5,5](C[3x5]C[5,5,6]C[5]N[5])(C[5,6a]C[5,6a]C[6a])(N[5,6]C[5,6]C[6])(OH)    N[5,6](C[5,5]C[5,6a]C[3x5]O)(C[5,6]C[5,5,6]HH)(C[6]C[6]HH)     C[5,5](C[3x5]C[5,5,6]C[5]N[5])(C[5,6a]C[5,6a]C[6a])(N[5,6]C[5,6]C[6])(OH){1|O<1>,2|C<4>,4|C<3>,6|H<1>}    N[5,6](C[5,5]C[5,6a]C[3x5]O)(C[5,6]C[5,5,6]HH)(C[6]C[6]HH){1|C<4>,1|N<3>,5|C<3>}   1.4763    0.0000    1     1.4763     0.0000    1
474    542     4:3:3:2:    4:4:4:    C[5]-4:C[6a]-3:N[5]-3:O[5]-2:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[5]C[6a]N[5]O[5])(C[6a]C[6a]2)(N[5]C[5]C)(O[5]C[5])    N[5](C[5]C[6a]C[5]O[5])(C[5]C[5]HH)(CC[6a]HH)     C[5](C[5]C[6a]N[5]O[5])(C[6a]C[6a]2)(N[5]C[5]C)(O[5]C[5]){3|C<4>,4|C<3>,6|H<1>}    N[5](C[5]C[6a]C[5]O[5])(C[5]C[5]HH)(CC[6a]HH){1|N<3>,1|O<2>,2|H<1>,3|C<3>}   1.4726    0.0000    1     1.4726     0.0000    1
474    542     4:3:3:3:    3:4:1:    C[5]-4:N[5]-3:C[6a]-3:C-3:     C[5,6a]-3:C[5]-4:H-1:     Y    C[5](C[5]C[5,6a]CH)(N[5]C[5,6a]H)(C[6a]C[6a]2)(COO)    N[5](C[5,6a]C[5,6a]C[6a])(C[5]C[6a]C[5]C)(H)     C[5](C[5]C[5,6a]CH)(N[5]C[5,6a]H)(C[6a]C[6a]2)(COO){2|H<1>,4|C<3>}    N[5](C[5,6a]C[5,6a]C[6a])(C[5]C[6a]C[5]C)(H){1|C<4>,2|H<1>,4|C<3>}   1.4695    0.0000    1     1.4695     0.0000    1
474    542     4:3:3:3:    3:4:3:    C[5]-4:N[5]-3:C-3:C-3:     C[6a]-3:C[5]-4:C[5]-3:     Y    C[5](C[5]C[5a]C[5]H)(N[5]C[6a]C[5])(COO)2    N[5](C[6a]C[6a]2)(C[5]C[5]CC)(C[5]C[5]O)     C[5](C[5]C[5a]C[5]H)(N[5]C[6a]C[5])(COO)2{1|O<1>,1|O<2>,2|H<1>,3|C<3>}    N[5](C[6a]C[6a]2)(C[5]C[5]CC)(C[5]C[5]O){3|C<3>,5|H<1>}   1.4633    0.0000    1     1.4633     0.0000    1
474    542     4:3:3:3:    3:4:3:    C[5]-4:N[5]-3:C-3:C-3:     C[6a]-3:C[5]-4:C[5]-3:     Y    C[5](C[5]C[6a]C[5]H)(N[5]C[6a]C[5])(COO)2    N[5](C[6a]C[6a]2)(C[5]C[5]CC)(C[5]C[5]O)     C[5](C[5]C[6a]C[5]H)(N[5]C[6a]C[5])(COO)2{1|O<1>,2|H<1>,4|C<3>}    N[5](C[6a]C[6a]2)(C[5]C[5]CC)(C[5]C[5]O){3|C<3>,5|H<1>}   1.4634    0.0000    1     1.4634     0.0000    1
474    542     4:3:3:3:    4:3:1:    C[5,5,6]-4:C[6,6]-3:N[5]-3:N[5]-3:     C[5,5,6]-4:C[5]-3:H-1:     Y    C[5,5,6](C[5,5,6]C[6,6]N[5]2)(C[6,6]C[6,6]C[6])(N[5]C[5]H)2    N[5](C[5,5,6]C[5,5,6]C[6,6]N[5])(C[5]N[5]O)(H)     C[5,5,6](C[5,5,6]C[6,6]N[5]2)(C[6,6]C[6,6]C[6])(N[5]C[5]H)2{1|N<3>,2|O<1>,3|C<3>,3|H<1>}    N[5](C[5,5,6]C[5,5,6]C[6,6]N[5])(C[5]N[5]O)(H){1|N<3>,2|H<1>,4|C<3>}   1.4559    0.0000    1     1.4559     0.0000    1
474    542     4:3:3:3:    4:3:1:    C[5,5,6]-4:C[6,6a]-3:N[5]-3:N[5]-3:     C[5,5,6]-4:C[5]-3:H-1:     Y    C[5,5,6](C[5,5,6]C[6,6a]N[5]2)(C[6,6a]C[6,6a]C[6a])(N[5]C[5]H)2    N[5](C[5,5,6]C[5,5,6]C[6,6a]N[5])(C[5]N[5]O)(H)     C[5,5,6](C[5,5,6]C[6,6a]N[5]2)(C[6,6a]C[6,6a]C[6a])(N[5]C[5]H)2{1|N<2>,2|O<1>,3|C<3>,3|H<1>}    N[5](C[5,5,6]C[5,5,6]C[6,6a]N[5])(C[5]N[5]O)(H){1|N<3>,2|H<1>,4|C<3>}   1.4552    0.0038    4     1.4552     0.0038    4
474    542     4:3:3:3:    4:3:1:    C[5,5,6]-4:C[6a]-3:N[5]-3:N[5]-3:     C[5,5]-4:C[5]-3:H-1:     Y    C[5,5](C[5,5,6]N[5,6]2C[6a])(C[6a]C[6a]2)(N[5]C[5]H)2    N[5](C[5,5]C[5,5,6]C[6a]N[5])(C[5]N[5,6]S)(H)     C[5,5](C[5,5,6]N[5,6]2C[6a])(C[6a]C[6a]2)(N[5]C[5]H)2{2|C<4>,2|H<1>,2|S<1>,4|C<3>}    N[5](C[5,5]C[5,5,6]C[6a]N[5])(C[5]N[5,6]S)(H){1|C<4>,1|H<1>,1|N<3>,4|C<3>}   1.4692    0.0000    1     1.4692     0.0000    1
474    542     4:3:3:3:    4:3:1:    C[5,5]-4:C[5,6a]-3:C[5]-3:N[5]-3:     C[5,5]-4:C[5]-3:H-1:     Y    C[5,5](C[5,5]C[5,6a]C[5]N[5])(C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(N[5]C[5]H)    N[5](C[5,5]C[5,6a]C[5,5]C[5])(C[5]N[5]S)(H)     C[5,5](C[5,5]C[5,6a]C[5]N[5])(C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(N[5]C[5]H){1|C<4>,1|H<1>,1|N<3>,1|O<1>,1|S<1>,5|C<3>}    N[5](C[5,5]C[5,6a]C[5,5]C[5])(C[5]N[5]S)(H){1|N<3>,1|O<1>,5|C<3>}   1.4553    0.0000    1     1.4553     0.0000    1
474    542     4:3:3:3:    4:3:1:    C[5,5]-4:C[5,6a]-3:C[5]-3:N[5]-3:     C[5,5]-4:C[5]-3:H-1:     Y    C[5,5](C[5,5]C[5,6a]C[5]O[5])(C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(N[5]C[5]H)    N[5](C[5,5]C[5,6a]C[5,5]C[5])(C[5]O[5]S)(H)     C[5,5](C[5,5]C[5,6a]C[5]O[5])(C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(N[5]C[5]H){1|C<4>,1|H<1>,1|N<3>,1|O<1>,1|S<1>,4|C<3>}    N[5](C[5,5]C[5,6a]C[5,5]C[5])(C[5]O[5]S)(H){1|N<3>,1|O<1>,4|C<3>}   1.4476    0.0000    1     1.4476     0.0000    1
474    542     4:3:3:3:    4:3:1:    C[5,5]-4:C[5]-3:N[5]-3:C-3:     C[5,5]-4:C[5]-3:H-1:     Y    C[5,5](C[5,5]C[5,6a]C[5]H)(C[5]C[5,6a]C)(N[5]C[5]H)(COO)    N[5](C[5,5]C[5,5]C[5]C)(C[5]C[5]H)(H)     C[5,5](C[5,5]C[5,6a]C[5]H)(C[5]C[5,6a]C)(N[5]C[5]H)(COO){1|H<1>,3|C<3>}    N[5](C[5,5]C[5,5]C[5]C)(C[5]C[5]H)(H){1|H<1>,4|C<3>}   1.4633    0.0000    1     1.4633     0.0000    1
474    542     4:3:3:3:    4:3:1:    C[5,5]-4:C[6a]-3:N[5]-3:N[5]-3:     C[5,5]-4:C[5]-3:H-1:     Y    C[5,5](C[5,5]C[6a]N[5]2)(C[6a]C[6a]2)(N[5]C[5]H)2    N[5](C[5,5]C[5,5]C[6a]N[5])(C[5]N[5]O)(H)     C[5,5](C[5,5]C[6a]N[5]2)(C[6a]C[6a]2)(N[5]C[5]H)2{2|C<4>,2|H<1>,2|O<1>,4|C<3>}    N[5](C[5,5]C[5,5]C[6a]N[5])(C[5]N[5]O)(H){1|C<4>,1|H<1>,1|N<3>,4|C<3>}   1.4518    0.0103    5     1.4518     0.0103    5
474    542     4:3:3:3:    4:3:1:    C[5,5]-4:N[5]-3:N[5]-3:C-3:     C[5,5]-4:C[5]-3:H-1:     Y    C[5,5](C[5,5]N[5]2C)(N[5]C[5]H)2(COO)    N[5](C[5,5]C[5,5]N[5]C)(C[5]N[5]O)(H)     C[5,5](C[5,5]N[5]2C)(N[5]C[5]H)2(COO){2|C<4>,2|O<1>}    N[5](C[5,5]C[5,5]N[5]C)(C[5]N[5]O)(H){1|C<4>,1|H<1>,1|N<3>,2|C<3>}   1.4481    0.0084    3     1.4481     0.0084    3
474    542     4:3:3:3:    4:3:1:    C[5,5]-4:N[5]-3:N[5]-3:N-3:     C[5,5]-4:C[5]-3:H-1:     Y    C[5,5](C[5,5]N[5]2N)(N[5]C[5]H)2(NHH)    N[5](C[5,5]C[5,5]N[5]N)(C[5]N[5]O)(H)     C[5,5](C[5,5]N[5]2N)(N[5]C[5]H)2(NHH){2|H<1>,2|O<1>}    N[5](C[5,5]C[5,5]N[5]N)(C[5]N[5]O)(H){1|C<3>,2|H<1>,2|N<3>}   1.4472    0.0000    1     1.4472     0.0000    1
474    542     4:3:3:3:    4:3:1:    C[5,6]-4:C[5,6a]-3:C[5]-3:N[5]-3:     C[5,5]-4:C[5]-3:H-1:     Y    C[5,5](C[5,6]C[6,6a]C[5,6]H)(C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(N[5]C[5]H)    N[5](C[5,5]C[5,6a]C[5,6]C[5])(C[5]C[5,6]S)(H)     C[5,5](C[5,6]C[6,6a]C[5,6]H)(C[5,6a]C[5,6a]C[6a])(C[5]N[5]O)(N[5]C[5]H){1|H<1>,1|N<3>,1|S<1>,2|C<4>,4|C<3>}    N[5](C[5,5]C[5,6a]C[5,6]C[5])(C[5]C[5,6]S)(H){1|C<4>,1|H<1>,1|O<1>,2|N<3>,3|C<3>}   1.4605    0.0053    2     1.4605     0.0053    2
474    542     4:3:3:3:    4:3:1:    C[5,6]-4:N[5,5]-3:N[5]-3:C[6a]-3:     C[5,5]-4:C[5,6a]-3:H-1:     Y    C[5,5](C[5,6]C[5,6]C[6]H)(N[5,5]C[5,6a]C[5])(N[5]C[5,6a]H)(C[6a]C[6a]2)    N[5](C[5,5]C[5,6]N[5,5]C[6a])(C[5,6a]C[5,6a]C[6a])(H)     C[5,5](C[5,6]C[5,6]C[6]H)(N[5,5]C[5,6a]C[5])(N[5]C[5,6a]H)(C[6a]C[6a]2){1|O<1>,2|C<4>,4|C<3>,5|H<1>}    N[5](C[5,5]C[5,6]N[5,5]C[6a])(C[5,6a]C[5,6a]C[6a])(H){2|C<4>,2|H<1>,5|C<3>}   1.4650    0.0000    1     1.4650     0.0000    1
